row,paper_id,title,has_defense,defense_name,channel,consequence,defense_intervention_point,track,validated_against,is_extension_of,confidence,notes
36,5bbc2b5aa6c63c6a2cfccf095d6020b063ad47ac,Corrective Retrieval Augmented Generation,Y,Corrective Retrieval Augmented Generation (CRAG),RAG,reasoning-corruption,ingestion,ML/AI,incidental,,high,"Lightweight retrieval evaluator + correct/incorrect/ambiguous action framework; addresses incidental low-quality retrieval, not attacker-crafted"
37,fe2dd4ac8bb14c622a890482384c9e1136479bf6,Astute RAG: Overcoming Imperfect Retrieval Augmentation and Knowledge Conflicts for Large Language Models,Y,Astute RAG,RAG,reasoning-corruption,reasoning,ML/AI,incidental,,high,"Training-free source-aware knowledge consolidation reconciling internal/external knowledge conflicts; evaluated on imperfect/worst-case (RGB) retrieval, not adversarially-crafted poisoning; compared against RobustRAG as a baseline but not itself tested against an adversarial attack"
38,ba2c182c75c6605b4da8013034fb62e8a2e82098,Towards More Robust Retrieval-Augmented Generation: Evaluating RAG Under Adversarial Poisoning Attacks,N,,,,,Both,,,high,"Primarily a diagnostic/empirical study of adversarial vs untouched vs guiding context effects; tests 'skeptical prompting' and 'guiding passages' as generation-side interventions but these are generic ablations/recommendations, not a single novel named technique -- borderline, leaning exclude"
39,9d7db5cd7d3af51ea491cbcbc3129939b6957244,Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem,N,,,,,Security,,,high,"SoK survey of MCP security, no new defense; surveys others' defenses (ETDI, MindGuard, MCP-Guard, etc.)"
40,38a1dc6d93422b3213c4a9e47e859783fff8fa3d,A Systematic Survey of Security Threats and Defenses in LLM-Based AI Agents: A Layered Attack Surface Framework,N,,,,,Security,,,high,"SoK survey proposing Layered Attack Surface Model taxonomy, not a defense mechanism"
41,7e6092a09fce843c98941fe1c0c4342b9d2169d8,"A Survey on Long-Term Memory Security in LLM Agents: Attacks, Defenses, and Governance Across the Memory Lifecycle",N,,,,,Security,,,high,"Survey of long-term memory security, proposes Memory Lifecycle Framework taxonomy, not a defense mechanism"
42,13aca86f66eeaa0cec350f0f7a1251434d7bcc62,"A Lifecycle and Application-Stack Survey of Large Language Model Vulnerabilities: Attacks, Risks, Defenses, and Open Problems",N,,,,,Security,,,high,"SoK survey (lifecycle/application-stack lens), no new defense proposed"
44,db437d3cdc6b1a5910d0d89fc120f400b9ac80fc,"SoK: The Attack Surface of Agentic AI - Tools, and Autonomy",N,,,,,Security,,,high,"SoK survey of agentic AI attack surface, taxonomy only"
45,8a410033cc924106c373c57d7032cc8b0756e69a,The Landscape of Prompt Injection Threats in LLM Agents: From Taxonomy to Analysis,N,,,,,Security,,,high,"SoK on PI landscape; empirically evaluates 9 existing defenses via own AgentPI benchmark, proposes no new defense itself"
46,12d3fba8e3e5921f66aee5d027b226b8cc5db396,A Systematic Literature Review on LLM Defenses Against Prompt Injection and Jailbreaking: Expanding NIST Taxonomy,N,,,,,Security,,,high,"Systematic literature review extending NIST taxonomy of defenses, no new defense proposed"
47,8b8745ab7484ad513d6cb7b50d7f720d7baa98d7,"Prompt Injection Attacks on Agentic Coding Assistants: A Systematic Analysis of Vulnerabilities in Skills, Tools, and Protocol Ecosystems",N,,,,,Security,,,high,"SoK on PI attacks against coding assistants, taxonomy/meta-analysis only"
48,title:fc1fc8c2fc85deb5,Prompt Injection Attacks in Large Language Models and AI Agent Systems: A Comprehensive Review,N,,,,,Security,,,low,"Data fields empty in export (title-only row); title indicates a comprehensive review/survey, no defense expected"
49,title:bcaa902d8db251f3,From Prompt Injections to Protocol Exploits,N,,,,,Security,,,low,"Data fields empty in export; title/abstract fragment suggests a unified threat-model survey across protocols, not a defense paper"
50,0ed8da38a5fb60cd5fc70d325a63e6120111756c,Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents,N,,,,,Security,,,high,"Adaptive-attack evaluation paper breaking 8 existing defenses; proposes no new defense, purely an attack/robustness-testing contribution"
51,9538721e4cc16422e006c3a04b536c9a1f636fa3,AgentVigil: Generic Black-Box Red-teaming for Indirect Prompt Injection against LLM Agents,N,,,,,Security,,,high,"AgentVigil is an automated red-teaming/fuzzing ATTACK framework for discovering IPI vulnerabilities, not a defense"
52,9ddcbbff1e23b7f995fc363ad5123091f8866748,IPIGuard: A Novel Tool Dependency Graph-Based Defense Against Indirect Prompt Injection in LLM Agents,Y,IPIGuard,tool-output,goal-hijack,execution,Security,adversarial,,high,Execution-centric defense via Tool Dependency Graph planning; evaluated on AgentDojo against IPI attacks
53,3835926e08ef43b543ee380600e4f271df589b84,Defending against Indirect Prompt Injection by Instruction Detection,Y,InstructDetector,tool-output,goal-hijack,ingestion,Security,adversarial,,high,Hidden-state/gradient-based IPI detector; evaluated on BIPIA and custom benchmarks against IPI attacks
54,8af6009a8d55d456213f6819567eb3ace39dd176,The Task Shield: Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,Y,Task Shield,tool-output,goal-hijack,reasoning,Security,adversarial,,high,Task-alignment verification defense against IPI; evaluated against Important Instructions/InjecAgent/Ignore Previous attacks
55,2b73f8dbb2af737fe707df3b2dcb21a9cea62db5,Manipulating LLM Web Agents with Indirect Prompt Injection Attack via HTML Accessibility Tree,N,,,,,Security,,,high,"GCG-based HTML accessibility-tree IPI attack against web agents, no defense proposed"
56,8974829e4269f5f1800f08603f052b29fa8b26a8,Attention is All You Need to Defend Against Indirect Prompt Injection Attacks in LLMs,Y,Rennervate,tool-output,goal-hijack,reasoning,Security,adversarial,,high,"Attention-feature-based token-level IPI detection+sanitization defense; evaluated against white-box (POUGH, Neural Exec) and black-box IPI attacks"
57,f502fd8f67f3f849d5ab19cc2cb694e0de2c7d4f,AGENTVIGIL: Automatic Black-Box Red-teaming for Indirect Prompt Injection against LLM Agents,N,,,,,Security,,,low,"Data fields empty in export; title matches AgentVigil (attack red-teaming framework, appears to be a duplicate/short-paper version of row 51), not a defense"
58,b1d370e2a028b951ea000b035a1b7699f8495a0f,Mitigating Indirect Prompt Injection via Instruction-Following Intent Analysis,Y,IntentGuard,tool-output,goal-hijack,reasoning,Security,adversarial,,high,Instruction-following intent analyzer defense against IPIAs; evaluated on Mind2Web/AgentDojo against PAIR/GCG adaptive attacks
59,239a42e72cea398b972726e0907df5314f631bd3,AGENTFUZZER: Generic Black-Box Fuzzing for Indirect Prompt Injection against LLM Agents,N,,,,,Security,,,low,"Data fields empty in export; title 'AGENTFUZZER: Generic Black-Box Fuzzing for IPI' indicates an attack/red-teaming tool, not a defense"
60,11026bd51ede707c6c42be9c97b9d0d50d55bed5,AgentSentry: Mitigating Indirect Prompt Injection in LLM Agents via Temporal Causal Diagnostics and Context Purification,Y,AgentSentry,tool-output,goal-hijack,ingestion,Security,adversarial,,high,"Temporal causal diagnostics + context purification defense against multi-turn IPI; compared against MELON, Task Shield and other baselines"
61,9aa8ef5683aa8f81d3e0a826c076b45ff0f2d270,[Short Paper] Forensic Analysis of Indirect Prompt Injection Attacks on LLM Agents,Y,UNNAMED: Digital forensic analysis framework for post-hoc IPI attack identification from agent execution logs,tool-output,goal-hijack,none,Security,adversarial,,low,"Short paper, most fields empty in export; abstract indicates a novel forensic-analysis approach (using LLMs to analyze agent logs) to identify IPI attacks, preliminary results only"
62,255e24a1097110cf227e73b2c202c95b1e3f657b,ClawGuard: A Runtime Security Framework for Tool-Augmented LLM Agents Against Indirect Prompt Injection,Y,ClawGuard,tool-output,goal-hijack,execution,Security,adversarial,,high,Runtime rule-enforcement framework at tool-call boundaries against IPI (web/MCP/skill channels); compared against MELON and Task Shield
63,5e636dcdae92a44490fb581572a093ab134ae479,AttriGuard: Defeating Indirect Prompt Injection in LLM Agents via Causal Attribution of Tool Invocations,Y,AttriGuard,tool-output,goal-hijack,execution,Security,adversarial,,high,Action-level causal attribution defense (why-centric vs. what-centric) against IPI; evaluated static+adaptive on AgentDojo against 13 baseline defenses incl. CaMeL
64,56c8d97c85380eafca4d57da471015b5c037aac3,The Dangers of Indirect Prompt Injection Attacks on LLM-based Autonomous Web Navigation Agents: A Demonstration,N,,,,,Security,,,low,"Data fields empty in export; title 'A Demonstration' indicates an attack demonstration paper, not a defense"
65,413e41f065d722e4316ebc56747ae5f6f4c53485,Defense Against Indirect Prompt Injection via Tool Result Parsing,Y,Tool Result Parsing (ParseData/CheckTool),tool-output,goal-hijack,ingestion,Security,adversarial,,high,Training-free format/range-validation defense against IPI in tool results; evaluated on multiple backbones against severe attacks
66,fda75a14d8eda2bb64aff391b99bce89e42eccbe,AdapTools: Adaptive Tool-based Indirect Prompt Injection Attacks on Agentic LLMs,N,,,,,Security,,,high,"AdapTools is an adaptive IPI ATTACK framework, not a defense (though it evaluates MELON etc. as adversary targets)"
67,81eb760ebbe224ae52cd7aea8f7f2865e4134908,Overcoming the Retrieval Barrier: Indirect Prompt Injection in the Wild for LLM Systems,N,,,,,Security,,,high,"Attack paper on retrieval-optimization for IPI (CEM-based trigger prefix), not a defense"
68,0ba8da7bad04313c39bb9cb45d946645b22c6872,MUZZLE: Adaptive Agentic Red-Teaming of Web Agents Against Indirect Prompt Injection Attacks,N,,,,,Security,,,high,"MUZZLE is an automated red-teaming/attack-discovery framework, not a defense"
69,35a7fa6cf6c4063ac233e20670e001b13f632093,Architecting Secure AI Agents: Perspectives on System-Level Defenses Against Indirect Prompt Injection Attacks,N,,,,,Security,,,high,"Position/vision paper proposing a system-level defense architecture conceptually, but no implementation or empirical evaluation reported -- no validated_against determinable"
70,dfc9d7ad54c197d239cb473f3ae7a64ab50d0e90,Embedding-Based Detection of Indirect Prompt Injection Attacks in Large Language Models Using Semantic Context Analysis,Y,UNNAMED: Embedding-based semantic context analysis detector for IPI,tool-output,goal-hijack,ingestion,Security,adversarial,,low,"Data fields mostly empty in export except abstract; abstract describes an embedding-based detector analyzing semantic relationship between user intent and external content, built on a 70k-sample dataset derived from BIPIA"
71,9a559291c36be0ac35a9db4682d18acc6ccff2d3,ICON: Indirect Prompt Injection Defense for Agents based on Inference-Time Correction,Y,ICON (Inference-Time Correction),tool-output,goal-hijack,reasoning,Security,adversarial,,high,Probing-to-mitigation defense using Latent Space Trace Probe / Focus Intensity Score; targets adaptive IPI attacks (e.g. TrojanTools)
72,60d1a692707848767aba41b5d83205478c191f4d,PlanGuard: Defending Agents against Indirect Prompt Injection via Planning-based Consistency Verification,Y,PlanGuard,tool-output,goal-hijack,reasoning,Security,adversarial,,high,Context-isolation defense via Isolated Planner + Hierarchical consistency verification against IPI
73,f1bde8917211210507fb6a2030f4c48c5989d464,The Cognitive Firewall:Securing Browser Based AI Agents Against Indirect Prompt Injection Via Hybrid Edge Cloud Defense,Y,Cognitive Firewall,tool-output,goal-hijack,ingestion,Security,adversarial,,high,Three-stage split-compute edge-cloud defense (Sentinel/Deep Planner/Guard) for browser agents against IPI; evaluated on 1000 adversarial samples static+adaptive
74,d644eff50a867dae45a77b31147cfe011e53977d,"Indirect Prompt Injection in the Wild: An Empirical Study of Prevalence, Techniques, and Objectives",N,,,,,Security,,,high,"Large-scale empirical measurement of IPI prevalence in the wild, no defense proposed"
75,c62428adcf5a3dfd0e1f003a3102ffdf8b9eaa5e,When AUC 0.998 Is Not Enough: A Candidate Evaluation Protocol for Hidden-State Probes of Indirect Prompt Injection in Multimodal Computer-Use Agents,N,,,,,Security,,,high,"Methodological critique of hidden-state-probe evaluation practices for IPI detection; proposes an evaluation protocol/diagnostic controls, not a defense/mitigation technique itself"
76,7eccc944154275a6ecd2f7cc379a3798ff855a30,IterInject: Indirect Prompt Injection Against LLM Agents via Feedback-Guided Iterative Optimization,N,,,,,Security,,,high,"IterInject is a feedback-guided iterative IPI ATTACK optimization framework, not a defense"
77,91f38621f74c7b4ffb6db78e008e7d2ba5c9bd9d,IPI-proxy: An Intercepting Proxy for Red-Teaming Web-Browsing AI Agents Against Indirect Prompt Injection,N,,,,,Security,,,high,"IPI-proxy is a red-teaming/testing toolkit (attack infrastructure), not a defense"
78,f6bc99088f51e29efb6af663a30ab26f74063309,Weaponizing Words: Direct & Indirect Prompt Injection Attacks on LLM,N,,,,,Security,,,low,"Data fields empty in export; title/abstract indicate a tutorial reproducing direct/indirect injection attacks (EmailGPT, EchoLeak demos), not a defense"
79,deb43c5a66d7188b4a83af3dc6d9b1b7a02fc302,Indirect prompt injection in large language models,N,,,,,Security,,,low,"Data fields empty in export; abstract describes real-world attack case analysis (CV comparison scenario), not a defense"
80,cf65754b11167535b5118d268bf0ead49e8c5cc3,CodeSentinel: A Three-Layer Defense Against Indirect Prompt Injection in Code Contexts,Y,CodeSentinel,tool-output,goal-hijack,ingestion,Security,adversarial,,high,Three-layer CST-based inference-time sanitizer for code-context IPI; evaluated against six attack families vs. CodeGarrison/DePA/KillBadCode baselines
81,a882a5686912be056ef2a5ba091022193eba801b,LogJack: Indirect Prompt Injection Through Cloud Logs Against LLM Debugging Agents,N,,,,,Security,,,high,"LogJack is a benchmark/vulnerability-measurement paper for cloud-log IPI against debugging agents; tests existing commercial guardrails (AWS Bedrock, Azure Prompt Shield, GCP Model Armor, ProtectAI) as baselines, proposes no new defense"
82,f3dd32f7ab427e5b4998fe451aabb929a324755c,Cascading Instruction Influence Indirect Prompt Injection in Hierarchical Multi-Agent Systems,N,,,,,Security,,,low,"Data fields empty in export; title/abstract indicate an empirical measurement study of IPI propagation in hierarchical multi-agent systems, not a defense"
83,82b30eeb4c7018d9f8bdf5acb5149f180e1bbc70,MIPIAD: Multilingual Indirect Prompt Injection Attack Defense with Qwen - TF-IDF Hybrid and Meta-Ensemble Learning,Y,MIPIAD,tool-output,goal-hijack,reasoning,Security,adversarial,,high,Multilingual (EN/Bangla) IPI detector combining Qwen-LoRA classifier (XLPID) + TF-IDF + meta-ensembling; evaluated on BIPIA-derived multilingual synthetic benchmark
84,4e959fca0e4d91c84b708457efa08b0f729a05ef,LivePI: More Realistic Benchmarking of Agents Against Indirect Prompt Injection,N,,,,,Security,,,high,LivePI is primarily a realistic IPI benchmark for real agents (OpenClaw); a generic 'two-layer defense (detector + policy gate)' is evaluated but not given a distinct name or framed as the paper's central contribution
85,6293d5aa830092dc26f6d093f5b773bb524498dd,DualView: Preventing Indirect Prompt Injection in Personal AI Agents,Y,DualView,tool-output,goal-hijack,ingestion,Security,adversarial,"Dual LLM defense pattern (e.g. CaMeL, IsolateGPT, f-secure LLM)",high,"Extends Dual LLM defense scope from in-context to whole local-filesystem/memory boundary for personal agents; evaluated on immediate+stored IPI vs. plain OpenClaw, guardrail classifiers, prior Dual LLM, and sandboxing"
86,019425fd6aa98a948c6890207f4b01d9b1451480,NetInjectBench: Benchmarking Indirect Prompt Injection in Tool-Using Large Language Model Agents for Network Operations,N,,,,,Security,,,high,"NetInjectBench is a benchmark for network-ops IPI; tests existing simple prompt-level defenses (Self-Reminder, Spotlighting, Two-Pass Judge, Static Allowlist), proposes no new named defense"
87,09377c53e8bff67f1d8f1d778e529736a878f338,ChatInject: Abusing Chat Templates for Prompt Injection in LLM Agents,N,,,,,Security,,,high,"ChatInject is a chat-template-abuse ATTACK technique against IPI defenses, not a defense"
88,8b9011b256c4819d47721efc3f9522a721b92735,In-Browser LLM-Guided Fuzzing for Real-Time Prompt Injection Testing in Agentic AI Browsers,N,,,,,Security,,,high,"In-browser LLM-guided fuzzing framework for discovering IPI vulnerabilities; an attack/red-teaming tool, not a defense (and results explicitly flagged as partly illustrative/projected)"
90,ebd1f47a013b7b488bef0ddbf500bd0423c345ba,"Prompt Injection Attacks in Large Language Models and AI Agent Systems: A Comprehensive Review of Vulnerabilities, Attack Vectors, and Defense Mechanisms",N,,,,,Security,,,low,"Data fields empty in export; title indicates a comprehensive review of vulnerabilities/attacks/defenses, survey not a defense"
91,2bb20a787ff31972a5199ac281bd839aa4602843,How Vulnerable Are AI Agents to Indirect Prompt Injections? Insights from a Large-Scale Public Competition,N,,,,,Security,,,high,"Indirect Prompt Injection Arena - large-scale red-teaming competition/benchmark measurement paper, not a defense"
92,cf32c4016c102fac6ce1fef1e93539bc3de781cd,AgentVisor: Defending LLM Agents Against Prompt Injection via Semantic Virtualization,Y,AgentVisor,tool-output,goal-hijack,execution,Security,adversarial,,high,"OS-virtualization-inspired semantic privilege-separation defense (Hypervisor/Guest/Visor) against direct+indirect PI; evaluated vs. Sandwich, DataSentinel, MELON etc."
93,020dd49f07964e638cddcde1325a0d97674be361,ReasAlign: Reasoning Enhanced Safety Alignment against Prompt Injection Attack,Y,ReasAlign,tool-output,goal-hijack,reasoning,Security,adversarial,Meta SecAlign / SecAlign,high,"Model-level reasoning-enhanced safety-alignment defense against IPI, explicitly addressing over-suppression limitation of SecAlign/Meta SecAlign; evaluated on CyberSecEval2, SEP, agentic benchmarks"
94,dd8e3ff740ecd615b37dfb219d98e73a782f71d1,Hybrid Real-time Framework for Detecting Adaptive Prompt Injection Attacks in Large Language Models,Y,UNNAMED: Hybrid multi-layered real-time PI detection framework,tool-output,goal-hijack,ingestion,Security,adversarial,,low,Data fields mostly empty in export except abstract; abstract describes proposing a novel hybrid multi-layer real-time detection framework addressing fragility of Known-Answer Detection against adaptive attacks like DataFlip
95,32c8b781ae70c35d67c337fbd4e674236b6545c4,Defending against Adaptive Prompt Injection Attacks via Reasoning-enabled Task Alignment,Y,RETA (Reasoning-Enabled Task Alignment),tool-output,goal-hijack,reasoning,Security,adversarial,,high,Training-based task-alignment defense targeting adaptive/optimized IPI attacks; evaluated across 6 black-box adaptive attacks vs. defenses from 4 paradigms
96,7493b35122cc9a5cea86996568e281624b8da76a,Whispers of Wealth: Red-Teaming Google's Agent Payments Protocol via Prompt Injection,N,,,,,Security,,,high,"Red-teaming/attack paper against Google's Agent Payments Protocol (Branded/Vault Whisper Attacks), no defense proposed"
97,86aa57b899c911e29d574992f50c03b5bb266ed6,MPIB: A Benchmark for Medical Prompt Injection Attacks and Clinical Safety in LLMs,N,,,,,Security,,,high,"MPIB is primarily a benchmark+metric (Clinical Harm Event Rate) contribution for medical PI; the D1-D5 defense configurations tested are generic baseline implementations to validate the benchmark/metric, not the paper's marketed novel contribution"
98,1a062f96584a9f5c14177ae49fe9bb3ae30b67c1,A Layered Security Framework Against Prompt Injection in RAG-Based Chatbots,Y,UNNAMED: Three-layer middleware defense for RAG chatbots (Input Screening + Privilege-Constrained Context Assembly + Output Auditing),RAG,goal-hijack,ingestion,Security,adversarial,,medium,"Model-agnostic layered defense against direct+indirect PI in RAG chatbots; evaluated vs. NeMo Guardrails and single-layer ablations, black-box OWASP-aligned threat model"
99,93d58e1c36636c8cd046db68ca3cd6e69fdd4b42,Assessing Automated Prompt Injection Attacks in Agentic Environments,N,,,,,Security,,,high,"Adapts GCG/TAP jailbreak-optimization methods to agentic IPI attack setting; an attack/red-teaming evaluation paper, not a defense"
100,a89c73e617861763bf122d19a412c5700990d287,Analisis Kualitatif Kerentanan AI Agent terhadap Serangan Prompt Injection dan Strategi Mitigasinya,N,,,,,Security,,,low,"Data fields empty in export; Indonesian-language title indicates a qualitative vulnerability analysis and review of mitigation strategies, not a novel proposed defense"
101,0d3726b27797f667331480e3a25baeec8df7beca,An Empirical Study of Privacy Leakage Chains via Prompt Injection in Black-Box Chatbot Environments,N,,,,,Security,,,high,"Proposes 'exemplification' attack technique for privacy-leakage IPI chains; an attack paper, not a defense"
