defense_row,defense_name,matched_mechanism_name,match_justification,match_confidence
369,AgentSandbox,UNNAMED: data flow-based injection attack for observed-data exfiltration ('Important message' template),"Technical summary states AgentSandbox is 'Evaluated as a proof-of-concept on AgentDojo ... against the Important message prompt injection attack using GPT-4o', directly naming the registry's 'Important message' template mechanism.",high
371,Hybrid monitor scaffold (Monitor Red Teaming / MRT framework),,"Evaluated against generic adversarial evasion strategies (CoT obfuscation, jailbreaking, monitor hijacking) on SHADE-Arena/CUA-SHADE-Arena; these target covert agent misalignment/sabotage monitoring, not a named context-poisoning registry mechanism.",
374,UNNAMED: DPO-based faithfulness-improvement training for GUI agents against environmental distraction,distraction by irrelevant context,"Paper explicitly studies and measures 'environmental distraction' from irrelevant/distracting on-screen content (ads, pop-ups, fake recommendations) causing GUI agents to deviate from user goals - the same phenomenon as the registry's distraction-by-irrelevant-context entry, applied to a GUI/cross-modal setting.",high
375,ceLLMate,,Evaluated end-to-end on GitLab tasks from the WASP benchmark (with an emulated stronger attacker than WASP's native attacks); WASP itself is not a named entry in the mechanism registry.,
380,lambda-RLM,context rot,"Tasks are explicitly 'constructed to probe the onset of context-length-driven accuracy decay (context rot)' across graduated context-length buckets, directly measuring the named phenomenon, though the paper's general long-context reasoning setting doesn't cleanly match any single registry context-rot variant's stated channel.",low
381,RhinoInsight,,"Paper's technical summary cites 'context rot' only as a narrative explanation for why prior linear pipelines fail, not as an explicitly instrumented/measured variable in its own evaluation (which instead compares Pass@1/scores against commercial baselines on standard benchmarks).",
383,ARC (Active and Reflection-driven Context management),,Compared against ReAct (raw history concatenation) and ReSum (static summarization) baselines on search benchmarks; no specific named registry degradation mechanism explicitly cited as tested.,
384,G-MemLLM,,"Tested on HotpotQA multi-hop QA and ZsRE editing against vanilla (non-memory-augmented) GPT-2/Llama baselines; addresses generic long-context/multi-hop reasoning degradation ('vanishing knowledge') but does not explicitly instrument or measure any single named registry mechanism (e.g. lost-in-the-middle, context rot) as a tested variable.",
386,CoThinker,extraneous cognitive load (context engineering overload),"Paper explicitly builds on Cognitive Load Theory and empirically measures 'extraneous cognitive load' induced by unstructured multi-agent coordination overhead (long raw conversation histories, noisy peer input) on LiveBench/CommonGen-Hard, showing CoThinker's TMS and Communication Moderator reduce this specific load type -- a direct match to the registry's extraneous-cognitive-load entry.",high
387,FinLongDocAgent,context rot (agentic/long-horizon search),"Paper explicitly diagnoses a 'context rot' problem in locating relevant evidence tables scattered across long, structurally complex annual reports and designs a multi-agent multi-round iterative retrieval system to combat it; error analysis attributes 62% of failures to retrieval failure in this long-document setting, consistent with but not a tightly isolated instrumented measurement of the named phenomenon.",medium
388,ClinQueryAgent (Retrieval Agent sub-agent delegation),context rot (agentic/long-horizon search),"Paper explicitly names and measures 'context rot' -- severe F1 degradation from context accumulation over chained/long conversational dialogues (e.g. 0.66 to 0.12 on Real World dataset for naive agent) -- and shows delegating retrieval to a fresh-context sub-agent recovers this degradation; directly instrumented ablation across single-question vs chained-question settings.",high
389,UNNAMED: detailed external checklist restatement (vs generic self-check) for long-context skill-following,UNNAMED: agent-skill requirement decay under long trajectories (skill/requirement fade),"Paper is a white-box study explicitly measuring how Agent Skills (versioned instruction packages with checkable requirements) fail to remain fully active/followed under long surrounding context, directly matching the registry's skill/requirement-fade entry; controlled Clean vs Relevant-long vs Irrelevant-long conditions directly instrument this decay.",high
393,LongCrafter,lost in the middle,"Paper explicitly measures the 'lost in the middle' positional degradation via an Evidence Attention Mass (EAM) analysis showing baseline SFT methods lose attention to gold evidence at middle positions (e.g. position 20) while LongCrafter-trained models sustain it, directly instrumenting the named phenomenon as an evaluated variable.",high
394,SSRP (Self-Synthesizing Reasoning Protocols),Attention Latch,"The paper's own terminology and central failure mode studied ('Attention Latch': cumulative early-context weight overriding mid-task contradictory updates) is a direct name-and-definition match to the registry entry; extensively measured via the Semantic Hijacking stress tier and qualitative failure-signature audit (Semantic Decoy Latching, Intent Sycophancy).",high
394,SSRP (Self-Synthesizing Reasoning Protocols),distraction by irrelevant context,"The Semantic Hijacking stress tier explicitly injects adversarial decoy content causing baseline collapse (0.1% success), and the qualitative audit identifies 'Semantic Decoy Latching' (attention prioritizing high-weight distractor content) as a specific measured failure signature, matching distraction-by-irrelevant-context.",medium
395,ActiveContext (ContextCurator + TaskExecutor),observation over-ingestion,"Full Context baseline explicitly accumulates verbose environmental observations (noisy DOM trees, distractor-laden search results) causing measured 'attention dilution from context overload' and lower success rates on WebArena/DeepSearch; ActiveContext's curator is evaluated precisely on pruning this over-ingested observation stream, a direct match to the registry's observation-over-ingestion entry.",high
395,ActiveContext (ContextCurator + TaskExecutor),lost in the middle,"Technical summary explicitly names 'Lost-in-the-Middle' degradation as one of the two phenomena the Full Context baseline suffers from and that ActiveContext is evaluated against on WebArena/DeepSearch.",medium
399,DualGraph,,"Baselines are prior Deep Research systems (WebWeaver, STORM-style outline methods, proprietary Deep Research products); 'lost-in-the-middle' is cited only as narrative motivation for why linear search-then-generate pipelines fail, not as an explicitly instrumented variable in the reported RACE/comprehensiveness results.",
400,GDWM (Gated Differentiable Working Memory),,"Compared against qTTT and other test-time-adaptation baselines on ZeroSCROLLS/LongBench v2 with component ablations (CPMI gating, coverage constraint, chunking); improves general long-context task accuracy but does not explicitly instrument or measure a single named registry degradation mechanism as a tested variable.",
401,Aeon,,"Purely a systems/latency microbenchmarking paper (INT8 quantization, WAL, cache hit rates, cross-language transfer speed) on Apple M4 hardware; 'Vector Haze' is mentioned only as narrative motivation, with no accuracy-based evaluation against any named context-pollution mechanism.",
402,Dynamic Context Selection (classifier-based adaptive k-selection + reranking),lost in the middle,"Preliminary analysis explicitly and directly confirms the 'lost in the middle' phenomenon by testing gold-passage position (start/middle/end) and measuring EM/F1, finding middle-placement yields the worst performance (EM 0.5391) versus end-placement (EM 0.5567); the Structured/end-positioned variant is then evaluated as a direct mitigation.",high
402,Dynamic Context Selection (classifier-based adaptive k-selection + reranking),distraction by irrelevant context (graded by semantic relatedness),"Preliminary analysis explicitly quantifies how distractor-passage count degrades generation quality (13.5%/14.4% drops for 3-hop/4-hop with one distractor, sharper with two), and the classifier+reranker pipeline is evaluated specifically for reducing distractor interference -- a direct instrumented test of the named mechanism.",high
404,GUI-PRA (Process Reward Agent),lost in the middle,"Paper explicitly identifies a 'lost in the middle' phenomenon where overwhelming historical GUI interaction data compromises the PRM's evaluation of the current action step, and evaluates GUI-PRA's Dynamic Memory (retrieval + progressive summarization) specifically against this via ablation on AndroidWorld/Mobile-MiniWoB++.",high
405,LDAR (Learning Distraction-Aware Retrieval),distraction by irrelevant context (graded by semantic relatedness),"LDAR is explicitly trained and evaluated to select retrieval subsets that minimize measured 'interference (distraction)' an LLM experiences from combinations of retrieved passages, directly instrumenting and testing against the named mechanism across nine LLM backbones and six benchmarks.",high
406,Tree of Agents (TOA),lost in the middle,"Paper explicitly targets the 'lost in the middle' phenomenon and related position biases in long-context tasks, evaluating TOA's tree-structured multi-path chunk reasoning on DetectiveQA/NovelQA (200K+ token novels) against chunk-order/size variation, directly measuring accuracy and none-rate as position-bias-related outcomes.",high
409,LLM+DPP (Principled Content Selection pipeline),lost in the middle,"Positional bias analysis (Figure 2) directly and explicitly confirms Naive LLM summarization exhibits lost-in-the-middle-style coverage biases (varying by model: end bias, start bias, middle under-coverage) and measures that LLM+DPP alleviates these biases, a direct instrumented test of the named phenomenon.",high
410,QwenLong-CPRS,,"Technical summary states the framework addresses 'lost in the middle' degradation, but the reported key results measure overall compression ratio and accuracy gains across benchmarks (Ruler-128K, InfiniteBench) rather than an explicit position-based degradation experiment isolating the named phenomenon.",
412,MAL-RAG (Multiple Abstraction Level RAG),,"Technical summary cites the 'lost in the middle' problem as narrative motivation for multi-granularity retrieval, but the reported evaluation measures Ragas answer-correctness/coverage metrics across abstraction levels rather than an explicit position-based instrumented test of the named phenomenon.",
413,KV-Fusion,lost in the middle,"Paper directly and explicitly instruments the 'lost in the middle' phenomenon: tests gold-context position at 10 alternating positions plus a fully shuffled setting on NQ/TQA/POPQA, showing conventional Llama3 exhibits the classic accuracy variation while KV-Fusion achieves position-invariant accuracy -- a precise, directly measured match.",high
414,LongRAG,,"Compared against long-context LLM methods, advanced RAG methods (CRAG, Self-RAG, CFIC), and Vanilla RAG on multi-hop QA; technical summary describes chunking-disrupted coherence and low evidence density/noisy retrieval as motivating problems but does not explicitly instrument lost-in-the-middle or distraction as a separately measured variable in the reported results.",
415,QUITO-X,,"Compared against prompt-compression baselines (Selective Context, LLMLingua variants, QUITO, FILCO) on compression-ratio-vs-accuracy tradeoffs; improved accuracy from noise removal is reported but not tied to an explicitly instrumented test of a specific named registry mechanism such as distraction or lost-in-the-middle.",
417,Scale Positional Hidden States (single-dimension scaling),lost in the middle,"Paper directly evaluates on lost-in-the-middle benchmarks (NaturalQuestions, KV retrieval) measuring accuracy gains when key information is in the middle/end of context versus the beginning, a precise instrumented test of the named phenomenon.",high
417,Scale Positional Hidden States (single-dimension scaling),mechanistic explanation of lost-in-the-middle (positional hidden-state channels, not just position embeddings),"The paper's own central empirical/mechanistic finding -- identifying specific positional hidden-state channels (distinct from position embeddings) that causally drive lost-in-the-middle attention bias, verified via perturbation experiments -- is essentially the same mechanistic claim described by this registry entry.",high
418,LongAgent,lost in the middle,"Paper explicitly compares against Claude 2.1, which 'exhibited the classic lost in the middle pattern (accuracy declining as input length grows, with degradation concentrated when the needle is in the middle)' on Needle-in-a-Haystack PLUS, while showing LongAgent's constant per-chunk processing avoids this degradation -- a direct instrumented comparison against the named phenomenon.",high
420,COMPASS (Context-Organized Multi-Agent Planning and Strategy System),Constraint Drift (under long tool traces),"Strategic-reasoning case analysis (Figure 3) explicitly measures single-agent baselines exhibiting 'blind persistence on failing plans' because constraints become buried/lost in accumulated context over long tool traces (low PVR despite high PAR), directly matching the registry's Constraint Drift entry; the Context Manager ablation quantifies this via Strategy Adequacy and PAR/PVR metrics.",medium
422,END (Early Noise Dropping),distraction by irrelevant context,"Paper explicitly targets 'context distraction' and evaluates the linear-probe chunk-dropping mechanism on the NoisyRetrieval benchmark plus NaturalQA/TriviaQA with injected noisy chunks, directly measuring prober recall and downstream F1 against noisy/irrelevant content -- a direct instrumented test of the named mechanism.",high
423,Differential Transformer (DIFF Transformer),distraction by irrelevant context,"Paper explicitly measures 'attention noise' where standard Transformers overallocate attention to irrelevant context, testing this directly via contextual-hallucination benchmarks (summarization and QA) where DIFF Transformer shows higher accuracy attributed to better focus on task-relevant vs. irrelevant information, plus multi-needle retrieval signal-to-noise measurements.",high
424,ActQKV (Activation-aware Probe-Query),,"Compared against KV-cache management baselines (InfLLM, QLLM, TokenSelect, EM-LLM, StreamingLLM) on LongBench/Infinite-Bench for retrieval accuracy under compression budgets; addresses general long-context compute/memory bottleneck rather than testing against any single explicitly named registry degradation mechanism.",
426,TRACE (Trajectory Risk-Aware Compression),UNNAMED: context-length-induced degradation independent of retrieval failure,"LongSafety length-robustness stress test explicitly measures safety-detection accuracy degrading as trajectory context length grows (MAGE baseline safety rate drops from 78% to 55% at 8k+ tokens), attributed to 'evidence dilution' rather than retrieval failure per se, and TRACE is evaluated specifically for robustness to this length-driven degradation.",medium
427,Context-Folding (FoldGRPO),,"Compared against ReAct at matched/varying context lengths and a Summary Agent baseline on BrowseComp-Plus/SWE-Bench; addresses general context-length scaling/efficiency rather than explicitly instrumenting a specific named registry degradation mechanism as a tested variable.",
428,SUPO (summarization-based context management for RL),,"Compared against vanilla multi-turn GRPO at matched context lengths on CodeGym/BrowseComp-Plus; motivated by general context-growth-induced degraded instruction-following and cost, but does not explicitly instrument a specific named registry mechanism as a tested variable.",
429,UNNAMED: hierarchical pixel-agent grid with spatial curriculum and selective oracle,,"Curriculum-learning bandit comparison (Thompson Sampling vs UCB vs epsilon-Greedy) on a custom Tower of Hanoi spatial benchmark; addresses generic error compounding and cost in long-horizon multi-agent RL, not any specific named registry pollution/degradation mechanism.",
430,AdaCoM (Adaptive Context Management),,"Compared against ReAct, SumAgent, MemAct, and a fixed-summarization ablation on BrowseComp-Plus/MCP-Bench-Wiki; addresses general context-management strategy learning rather than explicitly instrumenting a specific named registry mechanism.",
434,AgentSwing,,"Compared against Discard-All, Keep-Last-N, and Summary static context-management baselines on BrowseComp/BrowseComp-ZH/HLE; addresses generic noise-vs-signal state quality in accumulated search context via a search-efficiency/precision decomposition, without explicitly instrumenting a single named registry mechanism as an isolated tested variable.",
435,APEMO (Affect-aware Peak-End Modulation for Orchestration),,"Compared against uniform-budget, peak-end-only, and affect-only baselines using a novel frustration-score/reuse-probability metric on custom LLM reasoning trials; measures generic trajectory-quality/reuse gains from runtime compute reallocation rather than testing against any specific named registry degradation mechanism.",
436,MSCE (Memory-Skill Co-Evolution),,"Compared against memory-based (EverOS, Memento, MemSkill) and trajectory-to-skill (EvoSkill, OpenSpace, SkillFlow-Evolve) baselines on EvoAgentBench/LoCoMo; motivated by risk of overfitting to noisy raw trajectories during skill distillation, but ablations measure component contribution to task Pass@1 rather than explicitly instrumenting a specific named registry mechanism.",
438,GRACE (Graph-Regularized Agentic Context Evolution),Governance Decay,"Paper explicitly identifies and measures, via a flat-text HCE baseline, the failure mode of a persistent agent instruction accumulating internal contradictions (avg 3.35 vs 1.75-1.90 for graph-based conditions), uncontrolled growth (23K to 82K characters), and persistent negative backward transfer that never recovers -- a direct instrumented test matching the registry's Governance Decay entry (decay of a governing instruction/rule artifact under long-horizon accumulation).",medium
439,CoCortex,,"baselines_compared/key_result/technical_summary all None in the source data -- no evaluation details available to determine what mechanism, if any, was tested.",
440,ADE-PRF (ADE Predictive Reliability Framework),,"Production monitoring/forecasting system validated via WeCom deployment telemetry and sandbox fault simulations measuring Trust Margin prediction accuracy; the 'false prosperity' semantic-degradation pattern it detects is a self-defined phenomenon not tied to any specific named registry mechanism in the reported evaluation.",
445,TARV (Trust-Aware Runtime Verification),,"baselines_compared/key_result/technical_summary all None in the source data -- no evaluation details available to determine what mechanism, if any, was tested.",
447,STAR-PólyaMath,,"Compared against single-pass frontier LLM baselines and mixed/weaker-backbone ablations on math competition benchmarks; motivated by hallucination accumulation and memory fragmentation during long reasoning, but the reported ablations measure overall benchmark score contribution per architectural component rather than explicitly instrumenting a specific named registry mechanism as a tested variable.",
458,UNNAMED: pre-research and post-research verification defenses for Deep Research agents,,"Evaluated against a purpose-built misleading-knowledge injection framework (MisKnow-Agent) measuring false-conclusion adoption rate; this custom attack (single credible-looking false document causing report-level false conclusion adoption) does not clearly correspond to a specific named entry in the mechanism registry (distinct from classic RAG poisoning or generic knowledge-conflict entries), so left unmatched per the false-negative-preferred guidance.",
460,HiAgent,context rot (agentic/long-horizon search),"Paper directly measures action-executability collapsing (STANDARD baseline falls below 10% beyond 20 steps) as full raw trajectory history accumulates in context on long-horizon AgentBoard tasks, a directly instrumented long-horizon agentic degradation curve matching the registry's context-rot (agentic/long-horizon search) entry.",medium
461,Planning with Schemas (PwS),cognitive bandwidth bottleneck (action-space scaling),"The paper's own central framework and title ('The Cognitive Bandwidth Bottleneck: ... Action-Space Scaling') is a direct, exact match to this registry entry; explicitly instrumented via controlled cognitive-load stress tests injecting distractor actions across four environments of increasing action-space size.",high
463,OCR-Memory (Optical Context Retrieval Memory),,"Compared against text-RAG, MemoryBank, AWM, and ACON memory baselines on Mind2Web/AppWorld; ablation shows a free-form generative retrieval variant is 'susceptible to hallucination/paraphrase drift' (84.3% vs 100% faithfulness), but this is measured as an internal architecture ablation rather than an explicit instrumented test against a named registry mechanism.",
329,Agent Capability Registry,UNNAMED: subagent inheritance exploitation (4 classes: insecure memory inheritance, absent resource access control, async memory divergence, unauthorized cross-agent termination),"Paper's own four formally characterized and empirically validated vulnerability classes -- unrestricted memory inheritance, absent resource access control, asynchronous memory/state divergence, and unauthorized cross-agent (sibling) termination, demonstrated via working PoC exploits against OpenClaw and reproduced across five LLM backbones -- are an exact, named-for-named match to this registry entry, and the paper's Agent Capability Registry defense is directly demonstrated to block the corresponding PoC exploits.",high
357,DRIFT (Dynamic Rule-based Isolation Framework for Trustworthy agentic systems),Indirect Prompt Injection (IPI),"DRIFT is evaluated on AgentDojo (the canonical indirect prompt injection benchmark measuring Attack Success Rate against tool-output-borne injected instructions) alongside ASB and AgentDyn, directly and extensively testing the classic IPI mechanism (ASR reduced from 30.7% undefended to 1.4%).",high
480,Mobile-Agent-RAG (Manager-RAG / Operator-RAG dual-level retrieval augmentation),,"Compared against Mobile-Agent-E and its evolutionary variant on mobile GUI automation benchmarks; motivated by generic 'strategic hallucinations' and 'operational errors' from static internal knowledge, not an explicitly instrumented test against a specific named registry mechanism.",
482,ACON (Agent Context Optimization),distraction by irrelevant context,"Technical summary explicitly frames the target problem as 'context-induced reasoning distraction' alongside KV-cache growth, and empirically shows compression baselines (FIFO, Retrieval, LLMLingua, naive Prompting) suffer severe accuracy degradation especially on harder tasks while ACON's guideline-optimized compression preserves task-critical signal against this named distraction mechanism.",medium
484,AgentFold (folding - granular condensation / deep consolidation context management),context rot (agentic/long-horizon search),"Paper directly measures long-horizon agentic degradation from unbounded context growth: at a 256-turn limit, the ReAct-style GLM-4.5-355B baseline 'saturates and degrades beyond 64 turns' while AgentFold continues improving, a directly instrumented comparison against long-horizon agentic search context-rot.",medium
488,MemAct (Memory-as-Action) with Dynamic Context Policy Optimization,observation over-ingestion,"The Full-context (no memory pruning) baseline, even at 16x model scale (Qwen3-235B), is directly measured to underperform MemAct's pruned-context approach in both accuracy and efficiency, and a rigid Fixed-Interval update baseline is shown to 'delete critical information at the wrong times' -- an instrumented comparison against the cost of over-ingesting accumulated tool/interaction records, though the framing centers on efficient pruning rather than an isolated distraction/rot experiment.",low
496,SAM (State-Adaptive Memory),context rot (agentic/long-horizon search),"Paper directly instruments long-horizon degradation via round-bucketed analysis (Figure 3: 21-40, 41-80, >80 interaction rounds) showing baselines' relative performance degrades while SAM remains uniformly ahead even past 80 rounds, and explicitly notes oversized memory pages 'dilute retrieval precision' -- a directly measured test of agentic long-horizon context rot.",medium
498,ColorBrowserAgent (knowledge-aligned progressive summarization + human-in-the-loop knowledge adaptation),context drift,"Paper explicitly targets 'long-horizon instability, where agents progressively drift from the original task objective as interaction trajectories extend,' and ablation shows removing the Summarizer (which enforces consistency with knowledge priors to keep the agent focused on the original task) drops WebArena-Lite success by 3.8 points -- a match to the registry's context-drift entry, though not an isolated drift-only experiment.",medium
499,Agent-BRACE (Agent Belief state Representation via Abstraction and Confidence Estimation),,"Compared against ReAct, Direct-Action (RL), MEM1, and PABU baselines on POMDP-style long-horizon environments; addresses general uncertainty representation and bounded context growth rather than explicitly instrumenting a specific named registry degradation mechanism.",
500,HiMAP-Travel (day-level context isolation + transactional monitor + bargaining protocol),Constraint Drift (under long tool traces),"Paper explicitly names and directly validates 'Constraint Drift under Long Tool Traces' as its core motivating hypothesis, measuring the sequential baseline's budget-satisfaction rate collapsing from 98% on Day 1 to 42% on Day 5 as tool outputs and reasoning traces accumulate -- a precise, exact-name instrumented match to the registry entry.",high
501,HIPIF (Hierarchical Planning and Information Folding),context rot (agentic/long-horizon search),"Paper explicitly targets 'long-context interference' where continuously growing observation-action histories weaken global task-state tracking in long-horizon agentic environments (ALFWorld, VirtualHome, ScienceWorld), directly measured via success-rate comparisons across baselines with and without subgoal folding.",low
502,ROMA (Recursive Open Meta-Agents) with GEPA+,,"Compared against standalone base models and Kimi-Researcher on SEAL-0/EQ-Bench; demonstrates general accuracy/quality gains from recursive decomposition architecture rather than testing against any specific named registry mechanism.",
505,Prometheus (memory-centric context engine with working memory over a repository knowledge graph),,"Compared against SWE-bench/SWE-PolyBench agent baselines (OpenHands, SWE-agent, Agentless, mini-SWE-agent) on resolution rate and gold-context retrieval hit rate; addresses generic 'Needle-in-a-Haystack' retrieval difficulty and statelessness in large codebases rather than an explicitly instrumented test of a specific named registry mechanism.",
506,AgentProg (program-guided context management with Execution Tree and global belief state),context rot (agentic/long-horizon search),"The new AW-Extend long-horizon benchmark directly measures baseline context-management strategies (sliding window, summarization, hierarchical planning) suffering 'catastrophic degradation' as task horizon extends (e.g. UI-TARS falling from 64.2% on AndroidWorld to 36.8% on AW-Extend), a directly instrumented test of agentic long-horizon context-rot that AgentProg is shown to resist.",medium
512,ID-RAG (Identity Retrieval-Augmented Generation),identity drift (persona coherence decay in generative agents),"Paper explicitly targets 'identity drift during long-horizon interactions' and directly measures it: baseline generative agents' identity recall degrades over four simulation timesteps to 0.56/0.53/0.51 across three models, with ID-RAG shown to substantially mitigate this decline -- a precise, exact-name instrumented match to the registry entry.",high
514,MEM1,observation over-ingestion,"Paper explicitly identifies that appending all past observations/actions/thoughts causes 'diluted attention over accumulated irrelevant or redundant content,' and directly measures baseline methods' peak token usage scaling nearly linearly with the number of interleaved sub-objectives (up to 16) while MEM1's constant-memory consolidation avoids this -- an instrumented test of observation over-ingestion in agentic tool-use settings.",medium
515,FoldAct,,"Compared against Local-RAG and Web-Search agentic baselines (SearchR1, ASearcher, WebSailor, etc.) on task accuracy/efficiency; addresses RL training-stability challenges (gradient dilution, self-conditioning) in context-folding itself rather than testing against a specific named registry degradation mechanism.",
518,CES (Coordinator-Executor-State Tracker),,"Compared against single-agent RL/SFT baselines and a GPT-5 multi-agent planner on GUI benchmarks; addresses generic responsibility coupling and task-state-tracking limitations rather than explicitly instrumenting a specific named registry mechanism.",
522,Laser (structured action protocol + context register),,"Compared against ReAct/Search-R1/RAG baselines on multi-hop QA benchmarks; context-growth analysis shows ReAct's natural-language traces 'saturate the context window within 20 steps,' but this is reported as an efficiency/context-length comparison rather than an explicitly instrumented test of a specific named registry degradation mechanism.",
523,ReSum / ReSum-GRPO,,"Compared against ReAct, Recent-History-truncation, and MEM1 baselines on web-search benchmarks; addresses unbounded context growth and context-limit exhaustion generically rather than testing against a specific named registry mechanism.",
534,SearchSwarm (delegation-intelligence harness/training for main-agent-to-subagent task decomposition),,"Compared against numerous frontier and comparable-scale open-source deep-research agents on BrowseComp/GAIA; addresses generic passive context-management limitations and delegation-skill acquisition rather than an explicitly instrumented test of a specific named registry mechanism.",
535,Agent-level affective subsystem (VAD state dynamics),UNNAMED: abrupt persona/tone instability from lack of affective state inertia,"The paper's entire experimental design directly instruments this exact registry phenomenon: a stateless (memoryless) control condition shows abrupt affective/tone reversal with no coherent recovery structure, while first- and second-order momentum-based dynamics models are compared to show how affective inertia governs the timing and reliability of tone recovery after an adversarial dialogue phase -- a precise, purpose-built test of the named mechanism.",high
