row,paper_id,title,has_technique,technique_name,channel,consequence,is_extension_of,confidence,notes
1024,19a45c70463edc755d54f3d5343e44cd571fe226,System-Level Defense against Indirect Prompt Injection Attacks: An Information Flow Control Perspective,N,,,,,,
1025,f529cec54e76166cdfe5f9610a26412886d80fbd,The Attacker Moves Second: Stronger Adaptive Attacks Bypass Defenses Against Llm Jailbreaks and Prompt Injections,Y,UNNAMED: adaptive attack suite bypassing 12 PI/jailbreak defenses,direct-input,goal-hijack,,high,"HIGH VALUE for the reverse scan - it runs 12 defenses and bypasses most above 90% ASR, against defenses that reported near-zero. Should be re-scanned for (defense, mechanism) pairs once ingested."
1026,f3de6ea08e2464190673c0ec8f78e5ec1cd08642,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs through a Global Scale Prompt Hacking Competition,Y,HackAPrompt: prompt-hacking taxonomy and 600k-prompt corpus,direct-input,goal-hijack,,low,Competition dataset plus taxonomy; borderline as a distinct mechanism.
1027,2742c3d77c4aa6d023b7dfc77984ad10e6aae274,Signed-Prompt: A New Approach to Prevent Prompt Injection Attacks Against LLM-Integrated Applications,N,,,,,,
1028,0ce1e3ba7cb96dab6db15ee7b4add29cab5d0efb,Evaluating the Instruction-Following Robustness of Large Language Models to Prompt Injection,N,,,,,,Benchmark and measurement only; proposes no new technique.
1029,9be0dea0d6b892a2162490fb02712efaf10c0c87,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,Y,LLMSmith: prompt-injection-to-RCE exploitation,direct-input,goal-hijack,,high,Static call-chain analysis plus prompt-based exploitation reaching remote code execution through LangChain-style utilities.
1030,20723b734e2838c22f921a0fc343d32e1d6d84e7,Can Indirect Prompt Injection Attacks Be Detected and Removed?,N,,,,,,
1031,685dd83fb88fa7d5546f2624ac5b9fe8a484de13,PromptShield: Deployable Detection for Prompt Injection Attacks,N,,,,,,
1032,1f1aefa3ae39eb0ef7285a2a075acfbf06b66e03,The Ethics of Interaction: Mitigating Security Threats in LLMs,N,,,,,,
1033,78fa00a8cdd113e63ed18285fcd1bb6e8b042785,An Early Categorization of Prompt Injection Attacks on Large Language Models,N,,,,,,
1034,7275015644e09c8e722dc45fbed7bc87ffded393,Adversarial Attacks of Vision Tasks in the Past 10 Years: A Survey,N,,,,,,
1035,287e6e8a5593ba2169f3cf66e66e5d344a36064d,PIGuard: Prompt Injection Guardrail via Mitigating Overdefense for Free,N,,,,,,
1036,348b3999a8545dd48307caeadbb54b791ed37a7d,InjecGuard: Benchmarking and Mitigating Over-defense in Prompt Injection Guardrail Models,N,,,,,,
1037,46a9f0dc9f74bef40c2f860e604c338c8092d30e,Red Teaming the Mind of the Machine: A Systematic Evaluation of Prompt Injection and Jailbreak Vulnerabilities in LLMs,N,,,,,,
1038,b02a3849d5482d9933468225713ed0c2a4ddc9e2,Defending Against Prompt Injection With a Few DefensiveTokens,N,,,,,,
1039,4d1f37057fd008317d634d3f10ff73c81b442035,Goal-Guided Generative Prompt Injection Attack on Large Language Models,Y,G2PIA (goal-guided generative prompt injection),direct-input,goal-hijack,,high,Black-box attack maximising KL divergence between clean and adversarial conditionals.
1041,85eac6fe1eabd526282a224863c338fe36ec6587,A Critical Evaluation of Defenses against Prompt Injection Attacks: [Dataset/Tool Paper],Y,UNNAMED: adaptive prompt-injection attacks for defense evaluation (PIEval),direct-input,goal-hijack,,medium,"HIGH VALUE for the reverse scan - shows existing defenses are less successful than reported, across two dimensions. Re-scan once ingested."
1042,b746a0a800557e000c360f4f5cc01e8741624087,AttackEval: How to Evaluate the Effectiveness of Jailbreak Attacking on Large Language Models,N,,,,,,
1043,f02fc3e2ab00d74f2397f70bab09a526e1910b56,Ranking Manipulation for Conversational Search Engines,Y,UNNAMED: tree-of-attacks ranking manipulation for conversational search,RAG,goal-hijack,,high,Injection that promotes low-ranked products in an LLM search engine's citation order; transfers across models.
1044,bb5cd74e28059073b0f50ba42b1dcec41d29af82,A Study on Prompt Injection Attack Against LLM-Integrated Mobile Robotic Systems,Y,UNNAMED: multi-modal prompt injection against robot navigation,cross-modal,goal-hijack,,medium,
1045,532f88e78c96a7efb418c6fedd428b741a73e9af,PromptLocate: Localizing Prompt Injection Attacks,N,,,,,,
1046,d8ba6085c7c32cc367ab7f50d18744de846fcebd,"Preemptive Answer ""Attacks"" on Chain-of-Thought Reasoning",Y,preemptive answer attack (CoT short-circuiting),direct-input,reasoning-corruption,,high,"The LLM obtains an answer before reasoning, degrading CoT. Cross-track flavour: arises inadvertently OR by injection."
1047,68132d7cf87e6e0357757c5ff0bb55105eb9980d,EchoLeak: The First Real-World Zero-Click Prompt Injection Exploit in a Production LLM System,Y,"EchoLeak (zero-click IPI, CVE-2025-32711)",tool-output,data-exfiltration,,high,"Real production exploit in M365 Copilot chaining XPIA-classifier evasion, link-redaction bypass, auto-fetched images and a Teams proxy. A rare in-the-wild case."
1048,2058fa7cb94af3a7e597fe4812b89166b2ed3d92,Detecting LLM-generated peer reviews,N,,,,,,"Uses IPI as a benign watermarking TOOL, not as an attack studied. Out of scope."
1049,ec7ba7668113c5709e729142e75d0251221ff04b,FATH: Authentication-based Test-time Defense against Indirect Prompt Injection Attacks,N,,,,,,"No new named attack. The paper constructs per-defense Adaptive Attacks under Threat Model 2, but these are unnamed evaluation instruments built to stress-test its own and the baselines' defenses, not offered as a general attack technique."
1050,c10ab1bf12182570a6ecf9e2dd01f60f13a446dd,Applying Pre-trained Multilingual BERT in Embeddings for Improved Malicious Prompt Injection Attacks Detection,N,,,,,,Proposes no attack or degradation mechanism at all; the paper is purely a detection-classification study.
1051,c87a76ebb3df5edcbd7a03699e798d2be1806a9b,TopicAttack: An Indirect Prompt Injection Attack via Topic Transition,Y,TopicAttack,tool-output,goal-hijack,,high,"Named, distinct injection technique: an LLM-generated gradual topic-transition prefix plus a reminding prompt that redistributes attention toward the injected instruction. Clears the bar easily, with released code and an attention-based mechanistic account."
1052,d696ca7d9ad701d6a39db1f5dab0af177e063459,LLMail-Inject: A Dataset from a Realistic Adaptive Prompt Injection Challenge,N,,,,,,"Dataset and competition report. It catalogs attacker strategies discovered by participants (special chat tokens, multilingual text, character obfuscation, synthetic conversation blocks) but does not name, formalize or claim any of them as a new technique of its own."
1053,33c04fbf16bbcac199462a9f95044fcdfa6161fa,Defense against Prompt Injection Attacks via Mixture of Encodings,N,,,,,,No attack proposed; purely a prevention-based defense paper.
1054,51941fb4d679b102a50b18f1c1a6f70b6b929f59,ASIDE: Architectural Separation of Instructions and Data in Language Models,N,,,,,,No new attack; a defense/architecture paper only.
1055,9596d1a664723743114d12787cd6d12e37a3083a,Fine-tuned Large Language Models (LLMs): Improved Prompt Injection Attacks Detection,N,,,,,,No attack or degradation mechanism proposed; purely a binary-classification study.
1056,4f8f0eaf47be5a75a9483a8cb312e163b0e3eaab,"UniGuardian: A Unified Defense for Detecting Prompt Injection, Backdoor Attacks and Adversarial Attacks in Large Language Models",N,,,,,,"No new attack; defines the umbrella category 'Prompt Trigger Attacks' (PTA) unifying existing prompt injection, backdoor and adversarial attacks conceptually, but proposes no new attack technique."
1058,f1611e6d829ba799783393b00f529c1e3f01ed76,Efficient Universal Goal Hijacking with Semantics-guided Prompt Organization,Y,POUGH,direct-input,goal-hijack,,high,Named universal (cross-prompt) goal-hijacking attack combining a semantics-guided prompt sampling/ranking strategy with an efficient gradient-based suffix optimizer; ablations isolate the prompt-organization contribution from the optimization algorithm.
1059,5c7da78b978e2ef6cc791cfbf98dafbcb59f758b,WalledEval: A Comprehensive Safety Evaluation Toolkit for Large Language Models,N,,,,,,Benchmark/tool paper aggregating existing safety benchmarks and mutators (inspired by EasyJailbreak); introduces no new attack technique of its own.
1060,e3aaa5e8a177a0b629408aadaf096a03b04cb014,Enhancing Prompt Injection Attacks to LLMs via Poisoning Alignment,Y,PoisonedAlign,supply-chain,goal-hijack,,high,"Named training-time supply-chain attack: crafts poisoned alignment/SFT samples that systemically bias a model toward following injected instructions, amplifying later inference-time prompt injection success while remaining stealthy on standard capability benchmarks; large multi-model, multi-dataset evaluation."
1061,9737ce15ad4645bcf943575b482cc9815a93aa65,LLMs and Childhood Safety: Identifying Risks and Proposing a Protection Framework for Safe Child-LLM Interaction,N,,,,,,"No attack or degradation mechanism proposed; a literature review of general child-safety risks in LLM outputs, unrelated to context poisoning specifically."
1062,babb7879069f6c62536f390cbc012883292fce82,"When Your Reviewer is an LLM: Biases, Divergence, and Prompt Injection Risks in Peer Review",N,,,,,,"Reuses a previously reported overarching injection phrase and a font-manipulation stealth technique from prior disclosures (not the authors' own named contribution); systematically varies injection position/frequency and adds field-specific instructions, but does not name or generalize a new attack technique."
1063,ad05fb85fd79d8d4dba102a4749c6ddcf02d33cc,Scaling Trends in Language Model Robustness,N,,,,,,"Uses established attacks (RandomToken, GCG); no new named attack technique is introduced. The paper's contribution is the scaling-trend study, not a new attack."
1064,1c8bb4dc619933b7ee170b86eb9e1e3ecb01086d,Evaluating LLM-based Personal Information Extraction and Countermeasures,N,,,,,,"The paper's primary named contribution is the LLM-based PIE attack framework and benchmark evaluation of extraction techniques, not a new named injection/degradation attack technique in the corpus's usual sense; extraction attacks use standard LLM prompting rather than a novel adversarial method."
1066,2818ef5d5fdafa2760a9fa088e1ee362ad766669,May I have your Attention? Breaking Fine-Tuning based Prompt Injection Defenses using Architecture-Aware Attacks,Y,ASTRA (and ASTRA++),direct-input,goal-hijack,,high,"Named architecture-aware optimization attack that manipulates internal attention matrices to redirect focus toward injected instructions; breaks fine-tuning-based defenses (StruQ, SecAlign, SecAlign++) previously claimed secure against adaptive GCG-based adversaries, at up to 85-95% success; released code."
1067,be6724eff8c5795f9ab6e17c9cf8a28aeaf7f1ee,Trust No AI: Prompt Injection Along The CIA Security Triad,N,,,,,,"Catalogs many previously disclosed real-world exploits (image/hyperlink exfiltration, ASCII smuggling, memory hacking, DoS loops) under the CIA-triad framework; does not itself introduce a new named attack technique."
1068,93329e2eb2d80239d2ace2a191e9dbd887cf65e5,Prompt Injection Attacks on LLM Generated Reviews of Scientific Publications,N,,,,,,"Reproduces and measures the effectiveness of an already-published hidden prompt-injection technique (white-text/tiny-font 'ignore all previous instructions', from Lin 2025); does not introduce its own new attack technique."
1069,8e066d8f5c74959eaa82499793559f457de050a9,Prompt Injection Attacks in Defended Systems,N,,,,,,"Applies known black-box jailbreak/encoding attack strategies (ciphers, ASCII tricks, multitasking prompts) within an existing CTF competition; no new named attack technique is introduced."
1070,c0f0583f33017d638c7eead9e70d05131f0d86c9,Multimodal Prompt Injection Attacks: Risks and Defenses for Modern LLMs,N,,,,,,"Evaluation-only. Applies four already-standard injection techniques (direct, indirect via web content, image-embedded, prompt leakage) to eight models; no new named attack or mechanism is proposed, and the taxonomy it offers organizes existing attack objectives."
1071,f50dff7a11f37cb962b06ca27bed3448c48f6eba,GenTel-Safe: A Unified Benchmark and Shielding Framework for Defending Against Prompt Injection Attacks,N,,,,,,Benchmark + defense paper. Attack samples are adapted from existing open-source jailbreak/injection datasets and rewritten with GPT-4o; no new named attack technique or degradation mechanism is proposed.
1072,7cf2dd505b53e690ce0ff1fd15cc55f127841819,Human-Interpretable Adversarial Prompt Attack on Large Language Models with Situational Context,Y,situation-driven contextual adversarial prompt attack,direct-input,goal-hijack,,low,"A distinct, repeatedly used technique - gradient-free LLM rewriting of an adversarial suffix into fluent text plus movie-derived situational framing - but the label is descriptive rather than a branded name, and validation is two movies and one suffix against five models with no ASR statistics. Also sits closer to direct-input jailbreaking than to context poisoning, so flagged low confidence for reviewer spot-check."
1073,f8e7615c7c6d95ecf1737d845ee3eb713e297b5f,Enhancing reliability in LLM-integrated robotic systems: A unified approach to security and safety,N,,,,,,"OMI and GHI are evaluation categories, not new mechanisms: OMI is an overtly malicious command and GHI is ordinary goal hijacking restated for robotics. The authors do claim these are 'new adversarial prompt injection classes for LLM-based robotics ... not previously formalised in this context', so a reviewer may wish to override, but neither introduces a new delivery or degradation technique."
1074,98616ac01f3b3f25cf510afad96f577be7f7e92f,Black-box Optimization of LLM Outputs by Asking for Directions,Y,query-based black-box optimization via LLM-expressed confidence (binary-comparison hill climbing),tool-output,goal-hijack,,medium,"A genuinely new and distinct attack primitive - eliciting a usable optimization gradient from text-only outputs by reformulating confidence as pairwise preference - applied to optimize injected suffixes in agent tool content. Medium rather than high confidence only because the authors give it no brand name or acronym, describing it by method."
1075,0e3f35c9f300156346dd5ddd75b78f768a21deb8,When AI Meets the Web: Prompt Injection Risks in Third-Party AI Chatbot Plugins,Y,message history forging (direct prompt injection via forged system/assistant roles),direct-input,goal-hijack,,medium,"Distinct, named and systematically characterized technique: because vulnerable plugins accept client-supplied conversation history without integrity checks, the attacker injects messages in a privileged role rather than as a user turn, escaping the instruction-hierarchy training distribution. Medium confidence because it is framed as a deployment vulnerability class found by measurement rather than a newly invented attack algorithm."
1076,80581658e7c708c40e635a5360b5eca9a31eee1d,Practical Reasoning Interruption Attacks on Reasoning Large Language Models,Y,reasoning token overflow (RTO) / practical reasoning interruption attack,direct-input,reasoning-corruption,,high,"Named, distinct mechanism with a clearly articulated causal account: inducing early emission of the end-of-thinking special token so uncapped reasoning tokens overflow into and overwrite the length-capped final answer. Distinguished explicitly from the prior special-token-suppression attack and validated against it on both cost and ASR."
1077,ba8ea8486125b1381c7e95b1e8669ed614ec3f16,Exploring Potential Prompt Injection Attacks in Federated Military LLMs and Their Mitigation,N,,,,,,"Position/perspective paper. The four 'attacks' are narrative threat scenarios illustrated with figures, with no technique, implementation or measurement; several are standard federated-learning threats rather than context poisoning."
1078,63f183b8f1fe0d87b605ad60fea393f13afdbd00,Encrypted Prompt: Securing LLM Applications Against Unauthorized Actions,N,,,,,,Defense design paper; uses existing indirect prompt injection only as an illustrative example.
1079,4ed842227e9a3e44b63d337168284d665ec104a7,Detection Method for Prompt Injection by Integrating Pre-trained Model and Heuristic Feature Engineering,N,,,,,,Defense paper. Attack samples come from existing public datasets plus GPT-4o paraphrases of known patterns; no new attack technique.
1080,ef429087a874db342388c4f68467a4caf84c70e6,D-REX: A Benchmark for Detecting Deceptive Reasoning in Large Language Models,N,,,,,,"Benchmark/dataset paper. The attacks are human-written system prompt injections produced by competition participants; 'deceptive reasoning' is a formalized failure mode and evaluation criterion, not a new delivery technique or degradation mechanism."
1081,0bd940bdd5d7db9fe1b698da27a3b9eb973be4fa,When AI reviews science: Can we trust the referee?,N,,,,,,"Evaluation-plus-review paper. The four probes instrument known phenomena (authority bias, sycophancy, style sensitivity, retrieval poisoning) in the peer-review setting; the in-text labels 'contextual poisoning' and 'rebuttal viewpoint hijacking' name experimental conditions rather than newly invented mechanisms."
1082,fde97b99a946bc96d79e0f9d73ef1359594b7d3e,VortexPIA: Indirect Prompt Injection Attack against LLMs for Efficient Extraction of User Privacy,Y,VortexPIA,tool-output,data-exfiltration,,high,"Named indirect PIA that injects fabricated PII into external data and manipulates the LLM into re-soliciting it from the user, distinct from prior white-box or CoT/role-play elicitation methods; validated via ASR comparison against three re-implemented baselines across six LLMs, four datasets, and two real deployed applications."
1083,1016706faf88f948ec7321dbd7123ebe81a5b296,The Shape of Adversarial Influence: Characterizing LLM Latent Spaces with Persistent Homology,N,,,,,,"Interpretability/analysis paper. Uses XPIA (retrieved-content indirect injection) and backdoor sandbagging strictly as known, previously-established attack settings to characterize representation geometry; proposes no new attack or degradation mechanism."
1084,271266265fa50cde314ebdd428a3d63353c117ba,Self-interpreting Adversarial Images,Y,self-interpreting images via adversarial meta-instructions,cross-modal,silent-corruption,,high,"Named, distinct cross-modal attack class: soft-prompt-optimized image perturbations that steer VLM interpretation/style/sentiment while preserving coherent, image-grounded answers, validated across 12 meta-objectives and three VLMs with quantitative attack-success comparisons against an explicit-instruction oracle."
1085,3d8333ace789490b41a2de75e58464618aad2a87,Image-based Prompt Injection: Hijacking Multimodal LLMs through Visually Embedded Adversarial Instructions,Y,Image-based Prompt Injection (IPI),cross-modal,goal-hijack,,medium,"Distinct combination of segmentation-guided region selection, adaptive font scaling, and background-aware color blending for embedding typographic instructions into natural images; medium confidence because it builds directly on the established 'typographic prompt injection' attack family (e.g. FigStep) rather than introducing a fundamentally new mechanism, and evaluation is limited to a single target model (GPT-4-turbo) with no external benchmark."
1086,41b13ebbf1769d140b01590fb073a330f063702e,Invisible Injections: Exploiting Vision-Language Models Through Steganographic Prompt Embedding,Y,steganographic prompt injection (multi-domain spatial/frequency/neural embedding),cross-modal,goal-hijack,,medium,"Named attack class combining three steganographic embedding domains into hidden VLM instructions, with quantitative ASR comparisons against three prior attack-technique baselines across 8 models and 12 datasets. Medium confidence: single-author paper with unusually precise statistics throughout, no code/artifact release, and no methodological detail (e.g., exact prompt dataset, hyperparameters) sufficient for independent verification - flagged for reviewer scrutiny of authenticity."
1088,c3ec52d8639dbcfedeb727ade7af2dc1bee87708,Chain-of-Defensive-Thought: Structured Reasoning Elicits Robustness in Large Language Models against Reference Corruption,N,,,,,,"Defense paper; evaluates against two pre-existing attack types (prompt injection, PoisonedRAG knowledge corruption) without proposing a new attack mechanism."
1089,ca590b1b00a31f599702f90b5b44bef61a590188,Too Easily Fooled? Prompt Injection Breaks LLMs on Frustratingly Simple Multiple-Choice Questions,N,,,,,,Evaluation-only. Applies the well-established hidden-text-in-PDF prompt injection technique to a new evaluation task (LLM-as-judge grading of trivial arithmetic questions); no new attack mechanism is introduced.
1090,88637a2c392f1c185bc282d4abaccc221a0bb291,Token-Efficient Prompt Injection Attack: Provoking Cessation in LLM Reasoning via Adaptive Token Compression,Y,Reasoning Interruption Attack (adaptive token compression),direct-input,reasoning-corruption,,high,"Named prompt-injection attack that reformulates the thinking-stopped/reasoning-interruption vulnerability to use simple arithmetic tasks plus an adaptive LLM-driven token-compression framework, cutting attack-prompt cost by ~40% versus the prior mathematical-word-problem-based method it is explicitly compared against on both token cost and attack success rate."
1091,5159fecd2a40e8b77ec7e040ef0211cd48353123,Prompt Injection Vulnerability of Consensus Generating Applications in Digital Democracy,N,,,,,,Applies the standard prompt-injection concept (support/criticism attacks framed via rhetorical strategies) to a new application domain (digital-democracy consensus generation); proposes a taxonomy of attack framings rather than a new attack mechanism.
1092,8e3d50541e3973b16386b337080de0929c3ceb7b,Physical Prompt Injection Attacks on Large Vision-Language Models,Y,Physical Prompt Injection Attack (PPIA),cross-modal,goal-hijack,,high,"Named, first-of-kind black-box, query-agnostic physical (real-world object) typographic prompt injection attack, distinguished from prior query-dependent or non-physically-robust typographic attacks, validated across 10 LVLMs in both simulation and real-world physical deployment with up to 98% ASR."
1093,87f7524a48c909600717e89946ed117beb7186ac,Fingerprinting LLMs via Prompt Injection,N,,,,,,"Not a context-poisoning attack. This paper repurposes LLMs' instruction/prompt sensitivity as a benign model-fingerprinting signal for IP protection and provenance verification, not to poison or hijack a victim LLM-integrated application; it introduces no new attack or degradation mechanism relevant to context poisoning."
1094,0d889de54cb47863416cd0f2562c32744631de53,Data Defenses Against Large Language Models,N,,,,,,"Framed by the authors as a defense (against unwanted LLM inference/surveillance), not an attack on a victim application; the underlying adversarial-text-generation technique builds on prior jailbreak/prompt-injection methods rather than introducing a new attack mechanism."
1095,91c4827ab9b6bfb2a6cf4cd4c2569b6921fe1bd7,DP-Fusion: Token-Level Differentially Private Inference for Large Language Models,N,,,,,,"Defense paper; the RAG-poisoning jailbreak scenario used to test DP-Fusion is constructed from existing indirect-prompt-injection/jailbreak techniques, not a new attack contribution."
1096,20885362d31a4d213881e2c178ffc6fc0a81fe93,Backdoor-Powered Prompt Injection Attacks Nullify Defense Methods,Y,backdoor-powered prompt injection attack,supply-chain,persistence-backdoor,,high,"Named, distinct hybrid attack combining SFT-data poisoning (backdoor insertion) with prompt injection, shown to nullify instruction-hierarchy defenses that are otherwise effective against conventional prompt injection; validated on a purpose-built 4-task, 208-sample benchmark against multiple defense baselines."
1097,aab0a1d0531fc18b8833ad3254d7ba5cbdbd7e9d,ARGUS: Defending Against Multimodal Indirect Prompt Injection via Steering Instruction-Following Behavior,N,,,,,,"Defense paper; uses existing multimodal indirect prompt injection as the threat being defended against, introducing a new benchmark but not a new attack mechanism."
1098,af78d8c99e56cecfed5dec09ca9b54c24f0eed2e,Zero-Shot Embedding Drift Detection: A Lightweight Defense Against Prompt Injections in LLMs,N,,,,,,Defense paper; evaluates against pre-existing indirect prompt injection categories from LLMail-Inject rather than proposing a new attack.
1099,1e7dea3309decce367110ca9c749b8d94fe70401,When Reject Turns into Accept: Quantifying the Vulnerability of LLM-Based Scientific Reviewers to Indirect Prompt Injection,N,,,,,,"Evaluation/benchmark paper. The 15 named attack strategies (Disguise and Reconstruction, Sandwich Attack, Symbolic Masking, Maximum Mark Magyk, etc.) are each explicitly cited as adapted from prior jailbreak/prompt-injection literature (Liu et al. 2024; Upadhayay and Sadasivan 2024; Zhou et al. 2024a) and applied to a new domain (peer review), not newly invented; WAVS is a new evaluation metric, not an attack or degradation mechanism."
1100,2ec84999ddecd420c0e4b215e524e7a7f38e9944,Transferable Direct Prompt Injection via Activation-Guided MCMC Sampling,Y,Activation-guided MCMC direct prompt injection (EBM-guided token-level MCMC; no acronym given),direct-input,goal-hijack,,medium,"Genuinely new and distinct attack-generation mechanism (surrogate-activation energy model steering MCMC prompt search for transferable black-box DPI), but the authors never give it an acronym or brand name, so the named-contribution bar is met only descriptively."
1101,5717e2bd544b999c678c6199e844f790459f7327,PhantomLint: Principled Detection of Hidden LLM Prompts in Structured Documents,N,,,,,,"Defense/detection paper. The hiding techniques it detects (white text, invisible OCG, render mode 3, off-page placement, malicious fonts) are all taken from prior work and news reports and reimplemented as test cases, not proposed as a new attack."
1102,e236558c3ce8b819ccf0ef524629c3bd86f7940c,Misleading Large Language Models used (or misused) in Scientific Peer-Reviewing via Hidden Prompt-Injection Attacks,N,,,,,,"Systematic domain security assessment rather than a new mechanism. Hidden-text prompt injection in PDFs is taken from prior work and real-world arXiv incidents; Ignore/Detect/Exploit are attacker-goal categories, not named techniques, and the obfuscations used (keyword splitting, Cyrillic homoglyphs, translation) are standard. The authors themselves state their results are 'expected' and that the novelty is the application domain."
1103,39c923bffb4a8c59df0107d1e492ed691041d15b,CAPTURE: Context-Aware Prompt Injection Testing and Robustness Enhancement,N,,,,,,"Benchmark-generation paper. The attack structure is explicitly adopted from Liu et al. (Framework/Separator/Disruptor); CAPTURE scales and contextualises it via LLM generation but does not introduce a new named attack mechanism. MALICIOUS-GEN and SAFE-GEN are generation modes, not techniques."
1104,301b6d574aa1f16b8b0ded55ec0236cbd2066260,BenchOverflow: Measuring Overflow in Large Language Models via Plain-Text Prompts,Y,Overflow,direct-input,resource-abuse,,medium,"Names and characterises a distinct incidental degradation mechanism: benign, non-optimized natural-language prompts that saturate token budgets through helpfulness priors and weak length control, explicitly differentiated from optimized DoS attacks like Engorgio and AutoDoS. Conf medium because the contribution is delivered mainly as a benchmark and taxonomy of nine prompting strategies rather than a single new technique."
1105,98b790d195d775ee82c42fd596d588a792c6eab3,You've Changed: Detecting Modification of Black-Box Large Language Models,N,,,,,,"Detection/monitoring paper. The injected prompts are two one-line synthetic sentiment probes used as a test stimulus. The authors do articulate a class of injection in which a response feature distribution is shifted rather than the task being replaced, but they neither name it nor develop it as a technique."
1106,133398e8ae12c847dffc6e894cad13f09ddd60f7,The Defense Trilemma: Why Prompt Injection Defense Wrappers Fail?,N,,,,,,Theory paper. No attack technique or degradation mechanism is proposed; prompt injection is treated abstractly as inputs whose alignment deviation exceeds a threshold.
1107,79a6f55042b8faa9e0dec67cf11dc2c63107678a,Soft Begging: Modular and Efficient Shielding of LLMs against Prompt Injection and Jailbreaking based on Prompt Tuning,N,,,,,,Defense-proposal abstract; no attack technique or degradation mechanism is introduced.
1108,3a8ae0fe18fd081416b58065c4e618ad28836a4b,SPIN: Self-Supervised Prompt INjection,N,,,,,,"Applies existing attacks (GCG/UAT, handcrafted jailbreaks, AutoDAN, CodeChameleon, ICA) as evaluation threats; contributes no new named attack technique."
1109,f3fbee0560840cb3529632500218e2384a0c06af,Quantifying Conversation Drift in MCP via Latent Polytope,N,,,,,,"Introduces no new attack technique; attacks used for evaluation (data exfiltration from Liu et al. 2024, PoisonedRAG-style misleading, HijackRAG-style hijacking) are all adapted from prior work. The paper's own contribution is a detection metric/framework."
