row,paper_id,title,has_defense,defense_name,channel,consequence,defense_intervention_point,track,validated_against,is_extension_of,confidence,notes
1026,f3de6ea08e2464190673c0ec8f78e5ec1cd08642,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs through a Global Scale Prompt Hacking Competition,N,,,,,Security,,,,
1027,2742c3d77c4aa6d023b7dfc77984ad10e6aae274,Signed-Prompt: A New Approach to Prevent Prompt Injection Attacks Against LLM-Integrated Applications,Y,Signed-Prompt,tool-output,goal-hijack,ingestion,Security,adversarial,,medium,Authorised users sign sensitive instructions so the LLM can tell trusted instruction sources apart.
1028,0ce1e3ba7cb96dab6db15ee7b4add29cab5d0efb,Evaluating the Instruction-Following Robustness of Large Language Models to Prompt Injection,N,,,,,Security,,,,
1029,9be0dea0d6b892a2162490fb02712efaf10c0c87,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,N,,,,,Security,,,,
1030,20723b734e2838c22f921a0fc343d32e1d6d84e7,Can Indirect Prompt Injection Attacks Be Detected and Removed?,Y,UNNAMED: IPI detection + post-detection removal pipeline,tool-output,goal-hijack,ingestion,Security,adversarial,,high,Also contributes a detection/removal benchmark. Directly relevant to the sanitizer family.
1031,685dd83fb88fa7d5546f2624ac5b9fe8a484de13,PromptShield: Deployable Detection for Prompt Injection Attacks,Y,PromptShield (fine-tuned deployable PI detector),tool-output,goal-hijack,ingestion,Security,adversarial,,high,Detector plus a curation benchmark; targets the low-false-positive regime.
1032,1f1aefa3ae39eb0ef7285a2a075acfbf06b66e03,The Ethics of Interaction: Mitigating Security Threats in LLMs,N,,,,,Security,,,,
1033,78fa00a8cdd113e63ed18285fcd1bb6e8b042785,An Early Categorization of Prompt Injection Attacks on Large Language Models,N,,,,,Security,,,,
1034,7275015644e09c8e722dc45fbed7bc87ffded393,Adversarial Attacks of Vision Tasks in the Past 10 Years: A Survey,N,,,,,Security,,,,
1035,287e6e8a5593ba2169f3cf66e66e5d344a36064d,PIGuard: Prompt Injection Guardrail via Mitigating Overdefense for Free,Y,PIGuard (Mitigating Over-defense for Free),tool-output,goal-hijack,ingestion,Security,adversarial,,medium,"NOTE: distinct from IPIGuard, which is already in the registry - an earlier probe of mine conflated them. Contributes the NotInject over-defense dataset."
1036,348b3999a8545dd48307caeadbb54b791ed37a7d,InjecGuard: Benchmarking and Mitigating Over-defense in Prompt Injection Guardrail Models,Y,InjecGuard,tool-output,goal-hijack,ingestion,Security,adversarial,,medium,"FLAG: near-identical abstract to PIGuard above, same NotInject dataset and same MOF training strategy, differing only in the reported margin (30.8% vs 30.4%). Almost certainly the same work under two titles - a rename across versions. Treat as ONE defense and retract the duplicate; do not count both."
1037,46a9f0dc9f74bef40c2f860e604c338c8092d30e,Red Teaming the Mind of the Machine: A Systematic Evaluation of Prompt Injection and Jailbreak Vulnerabilities in LLMs,N,,,,,Security,,,,
1038,b02a3849d5482d9933468225713ed0c2a4ddc9e2,Defending Against Prompt Injection With a Few DefensiveTokens,Y,DefensiveToken (test-time optimized special tokens),tool-output,goal-hijack,ingestion,Security,adversarial,,high,Test-time defense with training-time-comparable robustness; already cited as a baseline inside the corpus.
1039,4d1f37057fd008317d634d3f10ff73c81b442035,Goal-Guided Generative Prompt Injection Attack on Large Language Models,N,,,,,Security,,,,
1040,654c9a01b995637f5849e8977691ae648160b5ca,Discerning and Resolving Knowledge Conflicts through Adaptive Decoding with Contextual Information-Entropy Constraint,Y,COIECD (contextual information-entropy constraint decoding),RAG,silent-corruption,reasoning,ML/AI,incidental,,high,
1041,85eac6fe1eabd526282a224863c338fe36ec6587,A Critical Evaluation of Defenses against Prompt Injection Attacks: [Dataset/Tool Paper],N,,,,,Security,,,,
1042,b746a0a800557e000c360f4f5cc01e8741624087,AttackEval: How to Evaluate the Effectiveness of Jailbreak Attacking on Large Language Models,N,,,,,Security,,,,
1043,f02fc3e2ab00d74f2397f70bab09a526e1910b56,Ranking Manipulation for Conversational Search Engines,N,,,,,Security,,,,
1044,bb5cd74e28059073b0f50ba42b1dcec41d29af82,A Study on Prompt Injection Attack Against LLM-Integrated Mobile Robotic Systems,Y,UNNAMED: secure prompt strategies for robotic navigation,direct-input,goal-hijack,ingestion,Security,adversarial,,medium,
1045,532f88e78c96a7efb418c6fedd428b741a73e9af,PromptLocate: Localizing Prompt Injection Attacks,Y,PromptLocate (injected-prompt localization),tool-output,goal-hijack,ingestion,Security,adversarial,,high,Already cited as a baseline inside the corpus (the Relinking paper's source-sanitizer group). Its own paper was outside the corpus until now.
1046,d8ba6085c7c32cc367ab7f50d18744de846fcebd,"Preemptive Answer ""Attacks"" on Chain-of-Thought Reasoning",Y,UNNAMED: two preemptive-answer mitigations,direct-input,reasoning-corruption,reasoning,Security,both,,high,
1047,68132d7cf87e6e0357757c5ff0bb55105eb9980d,EchoLeak: The First Real-World Zero-Click Prompt Injection Exploit in a Production LLM System,N,,,,,Security,,,,"Proposes engineering mitigations but no named, evaluated defense."
1048,2058fa7cb94af3a7e597fe4812b89166b2ed3d92,Detecting LLM-generated peer reviews,N,,,,,Security,,,,
1049,ec7ba7668113c5709e729142e75d0251221ff04b,FATH: Authentication-based Test-time Defense against Indirect Prompt Injection Attacks,Y,FATH (Formatting AuThentication with Hash-based tags),tool-output,goal-hijack,execution,Security,adversarial,,high,"Named test-time authentication defense with released code. Coded as execution because security comes from rule-based parsing of the raw output to keep only the section carrying an unguessable HMAC tag, though the method also formats input (ingestion) and prompts a security policy (reasoning). Evaluation is purely adversarial (OpenPromptInjection+, InjecAgent); no incidental degradation is tested."
1050,c10ab1bf12182570a6ecf9e2dd01f60f13a446dd,Applying Pre-trained Multilingual BERT in Embeddings for Improved Malicious Prompt Injection Attacks Detection,N,,,,,Security,,,,"No named defense. Applies existing pre-trained encoders and textbook classifiers to an existing public dataset; the pipeline is never named or characterized as a distinct contribution, and it is not compared against any actual prompt-injection detector."
1051,c87a76ebb3df5edcbd7a03699e798d2be1806a9b,TopicAttack: An Indirect Prompt Injection Attack via Topic Transition,N,,,,,Security,,,,"Attack paper only. It runs Sandwich, Spotlight, StruQ and SecAlign as targets to be defeated and proposes no defense of its own."
1052,d696ca7d9ad701d6a39db1f5dab0af177e063459,LLMail-Inject: A Dataset from a Realistic Adaptive Prompt Injection Challenge,N,,,,,Security,,,,"Proposes no defense. It deploys and comparatively stress-tests four existing defenses (Spotlighting, Prompt Shield, LLM Judge, TaskTracker); the contribution is the adaptive-attack dataset and the comparative evaluation."
1053,33c04fbf16bbcac199462a9f95044fcdfa6161fa,Defense against Prompt Injection Attacks via Mixture of Encodings,Y,Mixture of Encodings,tool-output,goal-hijack,ingestion,Security,adversarial,,high,Named prevention defense encoding external data under multiple ciphers (Base64+Caesar+plain) and aggregating multi-encoding LLM responses; matches/beats Base64 and Caesar baselines on BIPIA-derived ASR while avoiding Base64's math-task utility loss. Only tested against static (non-adaptive) attacks.
1054,51941fb4d679b102a50b18f1c1a6f70b6b929f59,ASIDE: Architectural Separation of Instructions and Data in Language Models,Y,ASIDE (Architecturally Separated Instruction-Data Embeddings),direct-input,goal-hijack,reasoning,Security,adversarial,,high,"Architectural embedding-level defense (fixed orthogonal rotation on data-token embeddings) requiring only instruction-tuning, not pretraining from scratch; released code; lowers ASR across TensorTrust/Gandalf/Purple/RuLES/BIPIA/StruQ without dedicated safety training. Evaluation is purely adversarial prompt-injection benchmarks, no incidental-degradation testing."
1055,9596d1a664723743114d12787cd6d12e37a3083a,Fine-tuned Large Language Models (LLMs): Improved Prompt Injection Attacks Detection,N,,,,,Security,,,,No named defense. Standard supervised fine-tuning of an existing pretrained encoder (XLM-RoBERTa) on an existing public dataset with its stock split; the pipeline is not named or compared against any actual prompt-injection detector. Same low-value pattern as the companion paper at row 1050 by overlapping authors.
1056,4f8f0eaf47be5a75a9483a8cb312e163b0e3eaab,"UniGuardian: A Unified Defense for Detecting Prompt Injection, Backdoor Attacks and Adversarial Attacks in Large Language Models",Y,UniGuardian,direct-input,goal-hijack,ingestion,Security,adversarial,,high,"Training-free detector using randomized word-removal loss-variance analysis (z-score over masked re-forwarding), accelerated via a single-forward strategy; validated across prompt injection, backdoor and adversarial attacks on 3B-70B models against 7 baselines; released code."
1057,44089ddcf69c2206957462582b35392f8c87c66a,LongFaith: Enhancing Long-Context Reasoning in LLMs with Faithful Synthetic Data,N,,,,,ML/AI,,,,"Contributes a training-data synthesis pipeline (SFT + preference-optimization datasets) to improve long-context reasoning faithfulness during fine-tuning, not a runtime defense against poisoned or conflicting context; closer to a dataset/training-method contribution than a deployable ingestion/reasoning/execution intervention against context poisoning."
1058,f1611e6d829ba799783393b00f529c1e3f01ed76,Efficient Universal Goal Hijacking with Semantics-guided Prompt Organization,N,,,,,Security,,,,Attack-only paper; proposes no defense and does not evaluate against any existing defense.
1059,5c7da78b978e2ef6cc791cfbf98dafbcb59f758b,WalledEval: A Comprehensive Safety Evaluation Toolkit for Large Language Models,N,,,,,Security,,,,"WalledGuard is a new small content-moderation classifier, but it targets general LLM safety/toxicity judging (benchmarked against LlamaGuard 2 on the exaggerated-safety XSTest dataset), not specifically prompt injection or context poisoning, and is not evaluated against any injection benchmark as a defense."
1060,e3aaa5e8a177a0b629408aadaf096a03b04cb014,Enhancing Prompt Injection Attacks to LLMs via Poisoning Alignment,N,,,,,Security,,,,"No defense proposed by the authors; they test two existing backdoor/unalignment detectors (BEAT, BAIT) against their own attack and find them largely ineffective, but this is evaluation of others' methods, not a new defense."
1061,9737ce15ad4645bcf943575b482cc9815a93aa65,LLMs and Childhood Safety: Identifying Risks and Proposing a Protection Framework for Safe Child-LLM Interaction,N,,,,,Security,,,,"The 'protection framework' is a conceptual, unimplemented policy/ethics proposal (real-time moderation, age-appropriate design) with no working system, code, or evaluation; not a named, evaluated technical defense."
1062,babb7879069f6c62536f390cbc012883292fce82,"When Your Reviewer is an LLM: Biases, Divergence, and Prompt Injection Risks in Peer Review",N,,,,,Security,,,,Proposes no defense; the paper is an empirical measurement study of LLM reviewer bias and prompt-injection susceptibility only.
1063,ad05fb85fd79d8d4dba102a4749c6ddcf02d33cc,Scaling Trends in Language Model Robustness,N,,,,,Security,,,,"Uses standard adversarial training as the sole defense studied; no new named defense mechanism is proposed, and other candidate defenses (safeguard models, circuit-breakers, perplexity filtering) are only discussed, not implemented."
1064,1c8bb4dc619933b7ee170b86eb9e1e3ecb01086d,Evaluating LLM-based Personal Information Extraction and Countermeasures,Y,Prompt Injection as a Defense (against LLM-based PIE),RAG,data-exfiltration,ingestion,Security,adversarial,,medium,"Repurposes prompt injection defensively: profile owner embeds invisible instructions in their own published content to mislead an extracting LLM. Characterized and evaluated as a distinct contribution ('a novel one based on prompt injection'), outperforming existing real-world defenses (symbol/hyperlink/keyword replacement) and generalizing across PII categories, though it lacks a specific proper-noun name and shows only limited robustness to adaptive counter-attacks."
1065,a17ace1a85ccb4be885697766d74e6a13fdd5321,Analysing the Residual Stream of Language Models Under Knowledge Conflicts,N,,,,,ML/AI,,,,No defense or intervention is proposed in this paper. It is explicitly a preliminary interpretability study underlying a separate companion paper (Zhao et al. 2024b) that introduces the SPARE intervention method; SPARE itself is not described or evaluated here.
1066,2818ef5d5fdafa2760a9fa088e1ee362ad766669,May I have your Attention? Breaking Fine-Tuning based Prompt Injection Defenses using Architecture-Aware Attacks,N,,,,,Security,,,,"Attack-only paper; the object of study is breaking three existing defenses (StruQ, SecAlign, SecAlign++), and no new defense is proposed."
1067,be6724eff8c5795f9ab6e17c9cf8a28aeaf7f1ee,Trust No AI: Prompt Injection Along The CIA Security Triad,N,,,,,Security,,,,Summarizes vendor-applied mitigations for each disclosed incident but proposes no new named defense of its own and performs no evaluation.
1068,93329e2eb2d80239d2ace2a191e9dbd887cf65e5,Prompt Injection Attacks on LLM Generated Reviews of Scientific Publications,N,,,,,Security,,,,"Only casually mentions parsing PDFs as images as a 'possible countermeasure' without implementing, naming, or evaluating it as a defense; explicitly acknowledged as likely bypassable by more elaborate injections."
1069,8e066d8f5c74959eaa82499793559f457de050a9,Prompt Injection Attacks in Defended Systems,N,,,,,Security,,,,"Uses the SaTML 2024 CTF's own three-tier defense architecture (system prompt + Python filter + LLM filter), the competition's standard format for all defenders, not a novel contribution by these authors; their entry ranked only 9th."
1070,c0f0583f33017d638c7eead9e70d05131f0d86c9,Multimodal Prompt Injection Attacks: Risks and Defenses for Modern LLMs,N,,,,,Security,,,,"Proposes no defense. The 'Defenses' half of the title is a discussion table of existing countermeasures (input sanitization, MIME/domain allowlists, provenance tags) recommended as future work; the regex filter in the pipeline is test-harness plumbing, is unnamed, and is not evaluated as a contribution."
1071,f50dff7a11f37cb962b06ca27bed3448c48f6eba,GenTel-Safe: A Unified Benchmark and Shielding Framework for Defending Against Prompt Injection Attacks,Y,GenTel-Shield,direct-input,goal-hijack,ingestion,Security,adversarial,,high,"Named, model-agnostic input classifier fine-tuned from multilingual-E5 with character- and semantic-level augmentation, evaluated against seven deployed detector baselines on a purpose-built 84.8K-attack benchmark. Evaluation is entirely adversarial prompts; no incidental-degradation condition is tested."
1072,7cf2dd505b53e690ce0ff1fd15cc55f127841819,Human-Interpretable Adversarial Prompt Attack on Large Language Models with Situational Context,N,,,,,Security,,,,Attack-only paper; proposes no defense and runs no mitigation.
1073,f8e7615c7c6d95ecf1737d845ee3eb713e297b5f,Enhancing reliability in LLM-integrated robotic systems: A unified approach to security and safety,Y,unified Prompt Assembling + State Management + Safety Validation framework,direct-input,goal-hijack,execution,Security,adversarial,,medium,"Characterized as the paper's central contribution with named components and a component-wise ablation; the distinctive piece is the rule-based LiDAR safety check that vetoes unsafe Move commands before the Action module, so the intervention point is execution. Medium confidence because the framework has no brand name of its own and the secure-prompt component is adapted from an existing defense prompt patch. Both evaluation scenarios inject attacks, so validation is adversarial."
1074,98616ac01f3b3f25cf510afad96f577be7f7e92f,Black-box Optimization of LLM Outputs by Asking for Directions,N,,,,,Security,,,,"Attack paper. Possible defenses (alignment against giving comparative feedback, API restrictions on confidence expression, detection of iterative near-duplicate query sequences) are sketched in a discussion paragraph, none named, implemented or evaluated."
1075,0e3f35c9f300156346dd5ddd75b78f768a21deb8,When AI Meets the Web: Prompt Injection Risks in Third-Party AI Chatbot Plugins,Y,UGCBuster,RAG,goal-hijack,ingestion,Security,adversarial,,medium,"Named prototype that groups page content by HTML node path and prompts an LLM to flag user-generated-content containers (comments, usernames, timestamps, Q/A threads) so crawlers can exclude them from the RAG knowledge base. Validated on 10 real e-commerce sites (3 pages each) with one false positive at ~$0.05/page; note that this direct validation measures container-detection accuracy, with attack-reduction shown indirectly via the insertion-mode experiments. The paper's second mitigation, LLM-based Tool Instruction Hardening, is only semi-named but cut attack success 40-75% when the §7 experiments were re-run."
1076,80581658e7c708c40e635a5360b5eca9a31eee1d,Practical Reasoning Interruption Attacks on Reasoning Large Language Models,N,,,,,Security,,,,"Attack paper. Section 7.2 sketches two mitigations - scanning outputs for stray special tokens, and a system-prompt instruction to ignore them - but neither is named, implemented, or evaluated."
1077,ba8ea8486125b1381c7e95b1e8669ed614ec3f16,Exploring Potential Prompt Injection Attacks in Federated Military LLMs and Their Mitigation,N,,,,,Security,,,,"The red/blue wargaming plus policy framework is a governance proposal drawn as a flow diagram, never implemented or evaluated. It names no mechanism that could be reproduced or tested."
1078,63f183b8f1fe0d87b605ad60fea393f13afdbd00,Encrypted Prompt: Securing LLM Applications Against Unauthorized Actions,N,,,,,Security,,,,"JUDGMENT CALL, flag for review. 'Encrypted Prompt' IS a named, concrete, distinct execution-stage mechanism (signed permission token checked before each API call) and is the paper's sole contribution - but it has no implementation, no prototype and no evaluation whatsoever, so the validated_against field could not be filled honestly. Recorded has:false per the favor-false-negatives rule; a reviewer wanting a proposals-only census should flip this to true with stage:execution, channel:tool-output, consequence:goal-hijack."
1079,4ed842227e9a3e44b63d337168284d665ec104a7,Detection Method for Prompt Injection by Integrating Pre-trained Model and Heuristic Feature Engineering,Y,DMPI-PMHFE,direct-input,goal-hijack,ingestion,Security,adversarial,,high,"Named dual-channel detector (DeBERTa-v3 semantic features fused with synonym- and pattern-matching heuristic features) with detector baselines, defense baselines, a module ablation, and end-to-end ASR reduction on four LLMs. Entirely adversarial validation; no benign-degradation or incidental condition beyond benign-sample false positives."
1080,ef429087a874db342388c4f68467a4caf84c70e6,D-REX: A Benchmark for Detecting Deceptive Reasoning in Large Language Models,N,,,,,Security,,,,"Proposes no defense. It argues for CoT monitoring and supplies labeled malicious reasoning traces as training/evaluation ground truth for future monitors, but implements and evaluates none."
1081,0bd940bdd5d7db9fe1b698da27a3b9eb973be4fa,When AI reviews science: Can we trust the referee?,N,,,,,Security,,,,"Defenses are surveyed across desk-stage filtering, adversarial training, reasoning-trajectory monitoring and system-level containment, all narratively and with citations to others' work. Nothing is named as the authors' own contribution, implemented, or evaluated."
1082,fde97b99a946bc96d79e0f9d73ef1359594b7d3e,VortexPIA: Indirect Prompt Injection Attack against LLMs for Efficient Extraction of User Privacy,N,,,,,Security,,,,"Attack paper. The prevention (instructional system prompt) and detection (confidence-score classifier) mechanisms used to stress-test VortexPIA are adopted from cited prior work (Zhan et al. 2025a; Chen et al. 2025d), not proposed as this paper's own contribution."
1083,1016706faf88f948ec7321dbd7123ebe81a5b296,The Shape of Adversarial Influence: Characterizing LLM Latent Spaces with Persistent Homology,N,,,,,Security,,,,"JUDGMENT CALL: the PH-barcode logistic-regression classifier achieves perfect held-out clean/poisoned classification accuracy and is robust to adaptive evasion of an existing defense (TaskTracker), which functions like a detector. However, the paper frames this entirely as interpretability research revealing a geometric signature, not as a proposed, named, deployable defense system; no defense name or deployment discussion is given. Flagged has:false per favor-false-negatives rule; a reviewer building a broader interpretability-adjacent detector census may wish to override to has:true, stage:reasoning, channel:RAG, consequence:goal-hijack, validated_against:adversarial."
1084,271266265fa50cde314ebdd428a3d63353c117ba,Self-interpreting Adversarial Images,N,,,,,Security,,,,"Attack paper. The three image-transformation defenses evaluated (JPEG compression, Gaussian noise, DiffPure) are adopted from prior CNN/VLM adversarial-robustness literature, used only to stress-test the attack; no new defense is proposed."
1085,3d8333ace789490b41a2de75e58464618aad2a87,Image-based Prompt Injection: Hijacking Multimodal LLMs through Visually Embedded Adversarial Instructions,N,,,,,Security,,,,"Attack-only paper; no defense is proposed, implemented, or evaluated - the conclusion only calls for future defense research."
1086,41b13ebbf1769d140b01590fb073a330f063702e,Invisible Injections: Exploiting Vision-Language Models Through Steganographic Prompt Embedding,Y,Multi-Layer Defense Framework (preprocessing + statistical + neural detection + behavioral monitoring),cross-modal,goal-hijack,ingestion,Security,adversarial,,low,"Four-layer defense pipeline proposed as the paper's own contribution (input preprocessing, statistical steganalysis, neural detection, behavioral monitoring) plus separate model-level mitigations, reporting 67.8-73.4% mitigation. Low confidence for the same authenticity/verifiability concerns as rq3 - no code released, generic layer descriptions without reproducible detail, and no distinct brand name beyond the descriptive 'multi-layer defense framework'."
1087,35d401c58f0f111bf7cbf58634e8e12f3d52d579,How does Misinformation Affect Large Language Model Behaviors and Preferences?,Y,Reconstruct to Discriminate (RtD),RAG,reasoning-corruption,reasoning,ML/AI,incidental,,high,"Named prompting method that reconstructs evidence for key entities from retrieved knowledge and combines it with the LLM's intrinsic comparative-judgment strength, evaluated on 3 LLMs against a naive-retrieval baseline on the incidental (non-adversarial) MisBench misinformation benchmark; no adversarial prompt-injection condition is tested."
1088,c3ec52d8639dbcfedeb727ade7af2dc1bee87708,Chain-of-Defensive-Thought: Structured Reasoning Elicits Robustness in Large Language Models against Reference Corruption,Y,chain-of-defensive-thought (CoDT),RAG,reasoning-corruption,reasoning,Security,adversarial,,high,"Named, simple few-shot prompting defense validated across 18 LLMs, 2 QA benchmarks, and 2 adversarial reference-corruption attack types (prompt injection and PoisonedRAG-style knowledge corruption) with large, consistent accuracy/ASR gains and no clean-accuracy cost."
1089,ca590b1b00a31f599702f90b5b44bef61a590188,Too Easily Fooled? Prompt Injection Breaks LLMs on Frustratingly Simple Multiple-Choice Questions,N,,,,,Security,,,,"The 'ignore all instructions in the PDF' defensive prompt tested is an unnamed, ad-hoc instructional reminder, not characterized by the authors as a novel contribution, per the spec's exclusion of unnamed ad-hoc mitigations."
1090,88637a2c392f1c185bc282d4abaccc221a0bb291,Token-Efficient Prompt Injection Attack: Provoking Cessation in LLM Reasoning via Adaptive Token Compression,N,,,,,Security,,,,Attack-only paper; no defense is proposed or evaluated.
1091,5159fecd2a40e8b77ec7e040ef0211cd48353123,Prompt Injection Vulnerability of Consensus Generating Applications in Digital Democracy,Y,GPT-OSSafeGuard + structured-representations + GSPO defense pipeline,direct-input,goal-hijack,reasoning,Security,adversarial,,medium,"Multi-component defense pipeline (existing injection detector + structured opinion representations + GSPO reinforcement-learning fine-tuning) presented and ablated as the paper's central contribution, substantially reducing directional attack failures. Medium confidence because it has no single overarching brand name and one component (GPT-OSSafeGuard) is an off-the-shelf prior tool rather than newly built."
1092,8e3d50541e3973b16386b337080de0929c3ceb7b,Physical Prompt Injection Attacks on Large Vision-Language Models,N,,,,,Security,,,,"Attack paper. Prompt-based and OCR-based defenses evaluated (strict/loose variants) are existing mitigation strategies used to stress-test PPIA, not proposed as this paper's own contribution."
1093,87f7524a48c909600717e89946ed117beb7186ac,Fingerprinting LLMs via Prompt Injection,N,,,,,Security,,,,"Not a context-poisoning defense. LLMPrint defends model owners' IP via provenance detection, unrelated to defending against adversarial or incidental context poisoning of a downstream LLM application."
1094,0d889de54cb47863416cd0f2562c32744631de53,Data Defenses Against Large Language Models,Y,data defenses,direct-input,data-exfiltration,ingestion,Security,adversarial,,medium,"Named, novel technique: automatically generated adversarial text insertions that block unwanted LLM inference over a data owner's content, validated against multiple attacker LLMs, a news-RAG benchmark, and explicit removal countermeasures. Medium confidence because the defended party is the data owner rather than the LLM-application operator - an unusual, direction-flipped framing relative to most registry defenses - flagged for reviewer judgment on whether it fits the registry's intended scope."
1095,91c4827ab9b6bfb2a6cf4cd4c2569b6921fe1bd7,DP-Fusion: Token-Level Differentially Private Inference for Large Language Models,Y,DP-Fusion,RAG,data-exfiltration,reasoning,Security,adversarial,,high,"Named, formally-grounded (provable per-token influence bound) differentially private inference defense; its primary application is document privatization against PII-inference attacks, but the paper also runs a dedicated RAG-poisoning jailbreak experiment (HotPotQA, single poisoned chunk) achieving 0% ASR versus >=90% undefended, directly relevant to adversarial prompt-injection defense."
1096,20885362d31a4d213881e2c178ffc6fc0a81fe93,Backdoor-Powered Prompt Injection Attacks Nullify Defense Methods,N,,,,,Security,,,,"Attack-only paper. Existing defenses (instruction-hierarchy variants including StruQ/SecAlign, and dedicated backdoor defenses) are evaluated as baselines being broken by the attack; no new defense is proposed by the authors."
1097,aab0a1d0531fc18b8833ad3254d7ba5cbdbd7e9d,ARGUS: Defending Against Multimodal Indirect Prompt Injection via Steering Instruction-Following Behavior,Y,ARGUS,cross-modal,goal-hijack,reasoning,Security,adversarial,,high,"Named three-stage defense (injection detection + activation steering along an optimal safety-subspace direction + post-filtering) for multimodal indirect prompt injection, validated across image/video/audio modalities against five baseline defenses with a component-wise ablation study, entirely on adversarial injection benchmarks."
1098,af78d8c99e56cecfed5dec09ca9b54c24f0eed2e,Zero-Shot Embedding Drift Detection: A Lightweight Defense Against Prompt Injections in LLMs,Y,Zero-Shot Embedding Drift Detection (ZEDD),direct-input,goal-hijack,ingestion,Security,adversarial,,high,"Named, lightweight, model-agnostic embedding-drift detector requiring no model internals or retraining, validated with >93% accuracy and <3% FPR across three LLM embedding spaces on a re-annotated LLMail-Inject benchmark, with comparison against a prior embedding-classification baseline."
1099,1e7dea3309decce367110ca9c749b8d94fe70401,When Reject Turns into Accept: Quantifying the Vulnerability of LLM-Based Scientific Reviewers to Indirect Prompt Injection,N,,,,,Security,,,,"No defense is proposed; the paper is exclusively a vulnerability-quantification benchmark, explicitly framed as motivating future defense work."
