row,paper_id,title,has_defense,defense_name,channel,consequence,defense_intervention_point,track,validated_against,is_extension_of,confidence,notes
772,c177630e593936a6698accb0b565cfb841d34517,Checkpoint-GCG: Auditing and Attacking Fine-Tuning-Based Prompt Injection Defenses,N,,,,,Security,,,,Checkpoint-GCG - attack/auditing paper against fine-tuning-based defenses (StruQ/SecAlign); no new defense proposed.
773,75400746734ddd2c04acd63be7b87059b75c928f,"Small Models, Big Tasks: An Exploratory Empirical Study on Small Language Models for Function Calling",N,,,,,Security,,,,"Exploratory empirical study of SLMs for function calling; PI only a minor robustness probe, no defense proposed."
774,1121c75cb5290163f6b0d7f4b668043eb7cbf4b1,Separator Injection Attack: Uncovering Dialogue Biases in Large Language Models Caused by Role Separators,N,,,,,Security,,,,"Separator Injection Attack (SIA) - attack paper; evaluates existing defenses (token filtering, sandwich, StruQ), proposes no new defense."
775,43408b3330d05250412940a0ea08791b35ebd185,Diverse and Effective Red Teaming with Auto-generated Rewards and Multi-step Reinforcement Learning,N,,,,,Security,,,,Automated red-teaming/attack-generation paper (RL attacker for diverse PI attacks); no defense proposed.
776,fb1bc7f717df24bef2a98d1dab26b0d86f069dd2,AutoRed: Automated Attack Scenario Generation Framework for Red Teaming of LLMs,N,,,,,Security,,,,"AutoRed - automated attack-scenario generation framework, no defense."
777,b67a6181fad5c5838945583ccdc7f39187e29332,Hacking Back the AI-Hacker: Prompt Injection as a Defense Against LLM-driven Cyberattacks,Y,Mantis,tool-output,goal-hijack,none,Security,adversarial,,high,Hack-back defense using PI against LLM-driven cyberattack agents; tested vs real pentesting agent frameworks on CTF machines.
778,6d4070ca0ba7ccdedb044c9a15301ad41f6aeb05,Cognitive Overload Attack:Prompt Injection for Long Context,N,,,,,Security,,,,Cognitive Overload Attack - jailbreak attack paper via cognitive load theory; no defense proposed (only future-direction suggestion).
779,687acbf39c6b36b0ad776647d5864f329c2989dd,Instructional Segment Embedding: Improving LLM Safety with Instruction Hierarchy,Y,ISE (Instructional Segment Embedding),tool-output,goal-hijack,reasoning,Security,adversarial,,high,"Original ISE paper; tested vs PI, prompt extraction, harmful-request jailbreaks."
780,3f0ca570bfd749d73b1bd302ec8d2d55ce959c80,PromptFuzz: Harnessing Fuzzing Techniques for Robust Testing of Prompt Injection in LLMs,N,,,,,Security,,,,"PromptFuzz - fuzzing attack/testing framework, no defense proposed."
781,0099c9c109c3516f0bf0d7d67502e99e86c78130,A Modular Generative Honeypot Shell,N,,,,,Security,,,,Limbosh honeypot shell - technical_summary/results null; mentions 'PI mitigation measures' as a feature but insufficient detail to extract a distinct technique.
782,b0bd96c49091253c1a893d8f26fe791291a448c8,Get My Drift? Catching LLM Task Drift with Activation Deltas,Y,TaskTracker (activation-delta task-drift detection),tool-output,goal-hijack,reasoning,Security,adversarial,,high,"Linear/metric-learning probes on activation deltas; tested vs jailbreaks, PI, malicious instructions, adaptive attacks."
783,e0e8c1eb4bfe2a5aba365237966142c5fa8e1d16,Exfiltration of personal information from ChatGPT via prompt injection,N,,,,,Security,,,,"Vulnerability-disclosure paper (ChatGPT PII exfiltration via PI); no defense proposed, only future-fix suggestion."
784,f41109b24c24ecccf26cda9ceacad9167d197028,Safeguarding Vision-Language Models Against Patched Visual Prompt Injectors,Y,SmoothVLM,cross-modal,goal-hijack,none,Security,adversarial,SmoothLLM,high,Randomized-smoothing defense against patched visual PI; tested vs JIP/VAE attacks incl. adaptive EOT.
786,7b00cb1fe1773f964d123dab6d4812c7bc63de06,Follow My Instruction and Spill the Beans: Scalable Data Extraction from Retrieval-Augmented Generation Systems,N,,,,,Security,,,,RAG data-extraction attack paper; evaluates existing PINE technique as mitigation but doesn't propose new technique.
787,331e479bf3de8460da94b8aff680ed2357a87416,Whispers in the Machine: Confidentiality in Agentic Systems,N,,,,,Security,,,,"Confidentiality benchmark for agentic PI; evaluates existing defenses (moderation, sanitization, fine-tuning, proxy), no new defense proposed."
788,6a6f6070e765f77422c6d6c14c1e6b41a9ed562a,Jatmo: Prompt Injection Defense by Task-Specific Finetuning,Y,Jatmo,tool-output,goal-hijack,reasoning,Security,adversarial,,high,"Task-specific fine-tuning defense (base model, no instruction tuning) against PI."
789,ce17ea81f018c51e02c68861e55a2d2b07f25285,A Novel Evaluation Framework for Assessing Resilience Against Prompt Injection Attacks in Large Language Models,N,,,,,Security,,,,Evaluation framework (Weighted Resilience Score) for PI resilience benchmarking; not a defense.
790,927b5bd48e1210d752b8e7ce437afa8f5cc2bcdd,Towards Large Language Model (LLM) Forensics Using LLM-based Invocation Log Analysis,N,,,,,Security,,,,"LLM forensics via invocation-log analysis; technical_summary null, more a post-hoc forensic method than real-time defense; insufficient detail."
791,66cca7a055ee9278d0439654f474cbfa4135aff0,Why So Gullible? Enhancing the Robustness of Retrieval-Augmented Models against Counterfactual Noise,Y,Discern-and-Answer,RAG,silent-corruption,none,ML/AI,incidental,,high,Fine-tuned discriminator for RAG knowledge-conflict/counterfactual noise robustness; explicitly non-adversarial framing.
792,74bf328bb86c119e6282744c2badd79f5bb14f53,Trust-Aware Orchestration Architecture for LLM-Assisted Workflows in Multi-Tenant Enterprise Systems,Y,Trust-Aware Orchestration Architecture (hard gates + advisory filters + deterministic syntax recovery),tool-output,data-exfiltration,execution,Security,both,,medium,technical_summary null; abstract describes orchestration architecture tested vs TensorTrust/AgentDojo (adversarial) and syntax/format errors via deterministic recovery (incidental).
793,e21b1f9b29e0fc0671300eab00a762c316c19793,A Systematic Literature Review of Prompt Injection Attacks in LLM-Integrated Systems,N,,,,,Security,,,,"Systematic literature review (SLR) of PI attacks; survey, no defense proposed."
794,b36a1f6cbc8ffb54b5f694328fa732a1bf1bc617,"Master’s Thesis Network Forensics, 60 credits A Hybrid Defense Against Prompt Injection in LLM Agents",N,,,,,Security,,,,Title suggests 'Hybrid Defense Against Prompt Injection' but abstract/all fields null; cannot extract details.
795,452891cc25a448609c1c548f61b25b15b674d26f,"Beyond the Leaderboard: A Synthesis of Tool-Use, Planning, and Reasoning Failures in Large Language Model Agents",N,,,,,ML/AI,,,,Synthesis/survey paper of LLM agent failure modes; no defense proposed.
796,a524f9cbffc89db36eb8afae61b3d4e3d33b0ccb,GateMem: Benchmarking Memory Governance in Multi-Principal Shared-Memory Agents,N,,,,,ML/AI,,,,"GateMem - benchmark paper for memory governance; evaluates existing baselines (RAG-Policy etc.), no new defense proposed as core contribution."
797,9dd6ad28dcaeae1506bfe609c991cd83ebf87eb0,Overeager Coding Agents: Measuring Out-of-Scope Actions on Benign Tasks,N,,,,,Security,,,,"OverEager-Gen/Bench - benchmark paper for overeager coding-agent actions, no defense."
798,e7fed24b1353cf82d465d68dbda87c2b7243c60a,MemEvoBench: Benchmarking Memory MisEvolution in LLM Agents,Y,+ModTool (memory correction tool for MemEvoBench),memory,silent-corruption,none,ML/AI,both,,high,"Explicit correct_memory tool defense; MemEvoBench tests vs adversarial memory injection, noisy tool outputs, AND biased feedback."
799,79c682aa4f6d751a5eee285edccb822181c8df48,HarmfulSkillBench: How Do Harmful Skills Weaponize Your Agents?,N,,,,,Security,,,,"HarmfulSkillBench - measurement study of harmful skills, no defense proposed."
800,08b698dcb67ab586a043d4dc5c14e55ba6b7f51f,Multimodal Prompt Injection: A Formal 4D Taxonomy for Image and Document Pipelines,N,,,,,Security,,,,"4D taxonomy of multimodal PI attacks; taxonomy/analysis paper, no new defense proposed (analyzes existing defense coverage)."
801,2f1e9fa494e6f838f43d83f38b218cd9d478175c,AgentWatcher: A Rule-based Prompt Injection Monitor,Y,AgentWatcher,tool-output,goal-hijack,ingestion,Security,adversarial,,high,"Rule-based PI monitor w/ context attribution; tested vs AgentDojo, InjecAgent, WASP, long-context, adaptive attacks."
802,e7eee295a7aba7ce0aef3b83a1b964e6bd10169d,"A Trace-Based Assurance Framework for Agentic AI Orchestration: Contracts, Testing, and Governance",Y,MAT-based Assurance Framework (Message-Action Traces + governance layer: capability limits + action mediation),tool-output,goal-hijack,execution,ML/AI,,,low,Proposed methodology/framework only; explicitly NO empirical validation performed in this paper (deferred to future work).
803,ba241db503ef4fadb2d7ae784070e1ca51f7775e,Risky-Bench: Probing Agentic Safety Risks under Real-World Deployment,N,,,,,ML/AI,,,,"Risky-Bench - benchmark/evaluation paper of agent safety risks, no defense proposed."
804,c8bbbde5345092e81bfd17ad60456cd1f1ca4fdc,AprielGuard,Y,AprielGuard,tool-output,goal-hijack,ingestion,Security,adversarial,,medium,Unified 8B safeguard model for safety risks + adversarial threats (PI/jailbreaks); toxicity/bias eval less relevant to context poisoning so classified primarily adversarial.
805,64db5497a9b02734cdb6766268ce8929d98c8c20,A Reproducible Benchmark for Prompt Injection Vulnerability Assessment in Small-To-Medium Language Models,N,,,,,Security,,,,"Reproducible benchmark for PI vulnerability assessment, no defense proposed."
807,0e465e7e8502cc8ff9c8272d1cc74ec034353ecb,AgentSight: System-Level Observability for AI Agents Using eBPF,Y,AgentSight (eBPF boundary tracing),tool-output,goal-hijack,execution,Security,both,,high,"System-level observability tool; Case study 1 detects PI attack (adversarial), Case studies 2-3 detect reasoning loops/coordination bottlenecks (incidental, non-adversarial)."
808,a90f9700a2e055b5380ec24f2a32c0ae357c635e,Agent Safety Alignment via Reinforcement Learning,Y,User-Tool Aligned Safety RL Framework,tool-output,goal-hijack,reasoning,Security,adversarial,,high,Unified safety-alignment via sandboxed RL for both user-initiated and tool-initiated (PI) threats.
809,681714a93b33e740993d7f86784a73bffafabaff,MLA-Trust: Benchmarking Trustworthiness of Multimodal LLM Agents in GUI Environments,N,,,,,ML/AI,,,,"MLA-Trust - benchmark paper for multimodal agent trustworthiness, no defense proposed."
810,a861c142222dd4f427a841f0b30252eb5ac71d5c,ToLeaP: Rethinking Development of Tool Learning with Large Language Models,N,,,,,ML/AI,,,,"ToLeaP - meta-analysis/benchmark platform for tool learning, no defense."
812,e41482f4ee984f17382f6cdd900df094d928be06,WebArena: A Realistic Web Environment for Building Autonomous Agents,N,,,,,ML/AI,,,,"WebArena - benchmark environment paper, no defense."
813,d68f4ce9fe1184e74e6cb59493f8cb3ec2265f98,ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback,Y,ToolSafe (TS-Guard + TS-Flow),tool-output,goal-hijack,execution,Security,adversarial,,high,"Step-level guardrail + guardrail-feedback-driven reasoning framework; tested vs ASB, AgentDojo, AgentHarm."
815,90df5be685de81b6b1acde9031629969b9ce2b49,Causal Intervention-Based Memory Selection for Long-Horizon LLM Agents,Y,CMI (Causal Memory Intervention),memory,reasoning-corruption,reasoning,ML/AI,both,,medium,Causal memory-selection technique; tested vs irrelevant distractors (incidental) and synthetic harmful/poisoned memories (adversarial-like).
816,a3be45ad07ac98246029dc5c0a504f9314eec5b6,Zero-Shot Tokenizer Transfer for Targeted Attacks on Retrieval-Augmented Generation,N,,,,,Security,,,,"ZBEAST - attack paper (adversarial RAG document generation), no defense proposed."
817,970b68c0d7422d9d8efda0006bfb57d6abd7244a,SD-RAG: A Prompt-Injection-Resilient Framework for Selective Disclosure in Retrieval-Augmented Generation,Y,SD-RAG (Selective Disclosure RAG),RAG,data-exfiltration,ingestion,Security,adversarial,,high,Retrieval-phase sanitization defense against PI targeting sensitive data disclosure.
818,75012c31dc32c879fbbae669b6119efc4198b095,SafeSearch: Automated Red-Teaming of LLM-Based Search Agents,N,,,,,Security,,,,"SafeSearch - red-teaming/benchmark framework for search agents; evaluates existing defenses (reminder, filtering) but proposes no new defense."
819,32aa80580c3152691ade3ce65f523ee15948312a,Multi-Layered Framework for LLM Hallucination Mitigation in High-Stakes Applications: A Tutorial,N,,,,,Security,,,,"Tutorial paper synthesizing existing hallucination-mitigation techniques (prompt design, RAG, fine-tuning); no empirical validation, technical_summary/key_result null, combines known techniques rather than proposing a genuinely novel one."
820,2a1f56382f4e1e7652f62d2c42c75855ea4f90a0,"Toward Secure LLM Agents: Threat Surfaces, Attacks, Defenses, and Evaluation",N,,,,,Both,,,,"Survey of LLM agent security (threat surfaces, attacks, defenses, evaluation); no new defense proposed."
821,1ad06ca131f6e83a0dc16cb42495dd29a98522ad,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,Y,EquiMem,multi-agent,goal-hijack,execution,ML/AI,adversarial,,high,Game-theoretic memory calibration for multi-agent debate; tested vs Memory Poisoning and Audit Collusion adaptive attacks.
822,bc4945c17eae91b1333b531296178f6a7847aa05,TraceSafe: A Systematic Assessment of LLM Guardrails on Multi-Step Tool-Calling Trajectories,N,,,,,Security,,,,"TraceSafe-Bench - benchmark evaluating existing guardrails on tool-calling trajectories, no new defense proposed."
823,770232536a768254a161eb00447650efc8f7f729,Web Agents with World Models: Learning and Leveraging Environment Dynamics in Web Navigation,N,,,,,ML/AI,,,,"Web Agents with World Models (WMA) - general capability paper for decision-making, not framed as context-poisoning defense."
824,f25f0e35058d5a112115f83a6cbb3d3ba16ded42,Defeating Prompt Injections by Design,Y,CaMeL,tool-output,goal-hijack,execution,Security,adversarial,,high,Canonical capability-based control/data-flow defense; tested via AgentDojo PI-SEC security game.
825,b218404297f0354484180d0c803ff73c368fb718,"Agent Skill Security: Threat Models, Attacks, Defenses, and Evaluation",Y,"SkillSec-Eval defenses (hybrid admission validation, retrieval validation layer, metadata sanitizer, LifecycleGuard taint-tracking, continuous re-validation)",skill,goal-hijack,none,Security,adversarial,,high,Lifecycle-aware skill-security framework with 5 defense components tested vs Sybil/malicious-skill attacks.
826,9157268c9fede51f4c2f051df0b8092d2472e32f,Inference-Time Backdoors via Chat Templates: From LLM Supply Chains to Agentic System Compromise,N,,,,,Security,,,,Chat-template backdoor attack paper; core contribution is the attack. Briefly explores template-embedded safety logic as jailbreak defense but this is secondary/not the paper's primary defense contribution and lacks a distinct name.
827,3f47521e7f448d514a02d341f4cc5d71341cc884,SecurePrompt – Detecting and Mitigating Prompt Attacks,Y,SecurePrompt,tool-output,goal-hijack,ingestion,Security,adversarial,,low,"Multi-layer defense architecture (Response layer + Prompt Validation layer); technical_summary null, limited detail (only 'preliminary tests')."
828,d2c1b1a8ac40fbd45e8a91504b1a131f99bad02f,Steering Knowledge Selection Behaviours in LLMs via SAE-Based Representation Engineering,Y,SpARE (Sparse Auto-Encoder Representation Engineering),direct-input,silent-corruption,reasoning,ML/AI,incidental,,high,Training-free representation-engineering method for context-memory knowledge conflict resolution; explicitly non-adversarial.
829,9832eb62e0b3d826d21445fc1fd2fcf6ced7d41a,Data Extraction Attacks in Retrieval-Augmented Generation via Backdoors,N,,,,,Security,,,,"Backdoor-based RAG data-extraction attack paper; tests existing mitigations (privacy-aware prompting, output filtering) but does not propose them as novel."
830,c45754dd5abad1e421b48b8c59baefb53f17e288,Blockchain for Large Language Model Security and Safety: A Holistic Survey,N,,,,,Security,,,,"Blockchain-for-LLM-security survey, no defense proposed."
831,c157f40ed322da549b9fe31de69b4fb81428d9ce,SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines,Y,SecureRag,RAG,data-exfiltration,ingestion,Security,adversarial,,medium,"Regex+Presidio filtering framework for RAG PII leakage; tested vs PI, Base64-encoded data, needle-in-haystack; technical_summary null."
832,6db401bb9e8afddf06290f64b9d0df7a67719ca3,"Decomposition, Think and Action: Alleviating Hallucinations of Large Language Models with Reasoning–Evidence Interactive Augmented Graph",Y,RE-IAG (Reasoning-Evidence Interactive Augmented Graph),direct-input,silent-corruption,reasoning,ML/AI,incidental,,medium,Couples reasoning with evidence via staged triggering + graph structures for hallucination mitigation; technical_summary null.
833,6eb82be7028ac751e0539f93b84ab15048e41646,To Trust or Not to Trust? Enhancing Large Language Models' Situated Faithfulness to External Contexts,Y,SCR & CR-DPO (Situated Faithfulness),RAG,silent-corruption,reasoning,ML/AI,incidental,,high,"Self-Guided/Rule-Based Confidence Reasoning + CR-DPO for context-vs-memory trust calibration; RedditQA naturally-occurring incorrect contexts, non-adversarial."
835,be26f36f94f9626fc6d04cacdf9e6c664bf9098d,AttriMem: Attribution-Guided Process Feedback for Agent Memory Learning,Y,AttriMem,memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Attribution-guided process feedback (token-level) for RL memory-construction policies; non-adversarial credit-assignment problem.
836,0193895f410e4a7820626da5db1669a09a0863c0,MemOps: Benchmarking Lifecycle Memory Operations in Long-Horizon Conversations,N,,,,,ML/AI,,,,"MemOps - benchmark paper for lifecycle memory operations, no defense proposed."
837,62e953c40357cfb93027ef8e55b60eacd76bc963,"Compile, Then Page: Executable SOP Programs and a Capability-Gated Runtime for Procedural LLM Agents",Y,Program-Guided (PG) Runtime / Compile-then-Page SOP compiler,direct-input,reasoning-corruption,execution,ML/AI,incidental,,high,Compiles SOP into executable pseudocode + capability-gated stack-machine paging; addresses lost-in-the-middle style interference for procedure compliance.
838,e1e40c634d6c9b889e9e6b8e5d81b1ea663e9f97,LongMedBench: Benchmarking Medical Agents for Long-Horizon Clinical Decision-Making,N,,,,,ML/AI,,,,"LongMedBench - benchmark paper for medical long-horizon decision-making, no defense proposed."
839,b244986a2809a716906dd7b15042c0eba6a58480,From Noisy Traces to Root Causes: Structural Trajectory Analysis and Causal Extraction for Agent Optimization,Y,STRACE (Structural Trajectory Analysis and Causal Extraction),direct-input,reasoning-corruption,none,ML/AI,incidental,,high,Causal localization for reflection-based agent optimization contexts; non-adversarial context-noise trade-off.
840,bef4f8d6f6d71354ded8c081cfbfb2ddb2641b4b,A hierarchical memory architecture overcomes context limits in long-horizon multi-agent computational modeling,Y,Ensemble QSP (hierarchical memory architecture),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Three-layer hierarchical memory architecture bounding injected context for multi-agent scientific modeling.
841,dbc167afafe9da38ba1831f7ebbb8100a9c2cd91,PraMem: Practice-derived Experiential Memory for Long-horizon Behavior Prediction,Y,PraMem (Practice-derived Experiential Memory),memory,reasoning-corruption,none,ML/AI,incidental,,high,Offline practice-based experiential memory for long-horizon behavior prediction.
842,965c0cae557aed318e6305af2749aabb9b6a7051,"Repair the Amplifier, Not the Symptom: Stable World-Model Correction for Agent Rollouts",Y,WM-SAR (World-Model Subgraph Amplification Repair),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,Spectral subgraph repair for agent planning-graph error amplification; non-adversarial reliability failure.
843,317d2659a28f8444d297f5020315bcdfc2509ab1,FinPersona-Bench: A Benchmark for Longitudinal Psychometric Stability of Autonomous Financial Agents,N,,,,,ML/AI,,,,"FinPersona-Bench - primarily benchmark measuring Mandate Salience Decay; tests simple periodic mandate re-injection (not a novel/named technique, more a known simple strategy) as mitigation with mixed/conditional results."
844,dde71107a875108c5c617bad660e12182d0c7ea1,SmoothAgent: Efficient Long-Horizon LLM-Based Agent Serving with Lookahead Context Engineering,N,,,,,ML/AI,,,,"SmoothAgent - systems efficiency paper enabling existing context-engineering strategies to run without blocking; not itself a mitigation against pollution, more a latency optimization for applying other techniques."
845,bdf313d3bd456b01a46b994ea9b23a5d05ba4c07,IHDec: Divergence-Steered Contrastive Decoding for Securing Multi-Turn Instruction Hierarchies,Y,IHDec (Instruction Hierarchy-steered Decoding),tool-output,goal-hijack,reasoning,Security,both,,high,Divergence-steered contrastive decoding for multi-turn instruction hierarchy; tested vs general multi-turn conflicts AND explicit adversarial PI benchmark (IHEval Safety Defense).
846,2c6f684a777a194f3dff92d3014f2887b6bb6880,"Benchmarking Serverless AI Architectures: Modular RAG, Serverless RAG, and Long Context Inference",N,,,,,ML/AI,,,,"Benchmarking serverless AI architectures (RAG vs long-context); comparison paper, no new defense proposed."
847,31adb0c460abf3be3ef65356cb072548cd586ccc,Learning What Not to Forget: Long-Horizon Agent Memory from a Few Kilobytes of Learning,Y,LRE (Learned Relevance Eviction),memory,reasoning-corruption,none,ML/AI,incidental,,high,Learned relevance scorer for memory eviction; non-adversarial load-bearing-detail loss problem.
848,7c0c35da97d46615866416c0ef4a9de646f0a321,SING: Synthetic Intention Graph for Scalable Active Tool Discovery in LLM Agents,Y,SING (Synthetic Intention Graph),tool-metadata,reasoning-corruption,none,ML/AI,incidental,,high,Intention-aware active tool discovery addressing context overload from tool-schema injection.
849,72b5e6023db3b5af8e8f27f8b4a52bc5f1f32ba7,Context-Aware RL for Agentic and Multimodal LLMs,Y,ContextRL,cross-modal,reasoning-corruption,reasoning,ML/AI,incidental,,high,Context-aware RL auxiliary objective for grounding in long-horizon/multimodal reasoning; non-adversarial 'context unawareness'.
850,4e99a6febc187afd67b1c76182196c61fe18a79a,External Experience Serving in Production LLM Systems: A Deployment-Oriented Study of Quality-Cost Trade-offs,N,,,,,Security,,,,"Deployment study of external experience serving trade-offs; compares existing strategies (global injection vs selective retrieval), no novel technique proposed."
851,d9703eb15de2fde34b699684a5b7d57788cc987e,Organize then Retrieve: Hierarchical Memory Navigation for Efficient Agents,Y,HORMA (Hierarchical Organize-and-Retrieve Memory Agent),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,File-system-like hierarchical memory for efficient agents; non-adversarial context degradation.
852,c0600cff00d440b7e7b75b0af4354822d631b306,Decoupling Thought from Speech: Knowledge-Grounded Counterfactual Reasoning for Resilient Multi-Agent Argumentation,Y,KG-CFR (Knowledge-Grounded Counterfactual Reasoning),multi-agent,reasoning-corruption,none,ML/AI,incidental,,high,Dual-stage architecture preventing process degradation in multi-agent debate under sustained non-adversarial 'shocks'.
853,2cb75b828bdc025aba73a33bec6adc3676f3d9ee,ActiveMem: Distributed Active Memory for Long-Horizon LLM Reasoning,Y,ActiveMem,memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Distributed active memory decoupling reasoning from memory; non-adversarial context-overload/info-loss trade-off.
854,842bcb12b16c0f6000fcbc88a140de703bb4acc9,End-to-End Context Compression at Scale,Y,LCLM (Latent Context Language Models),direct-input,reasoning-corruption,ingestion,ML/AI,incidental,,high,Encoder-decoder soft-token KV-cache compression; non-adversarial lossy-compression degradation.
855,e99060a27101a9f42fa5f99b2fa8b974caae558f,SuperMemory-VQA: An Egocentric Visual Question-Answering Benchmark for Long-Horizon Memory,N,,,,,ML/AI,,,,"SuperMemory-VQA - benchmark paper for egocentric long-horizon memory, no defense proposed."
