row,paper_id,title,has_defense,defense_name,channel,consequence,defense_intervention_point,track,validated_against,is_extension_of,confidence,notes
239,1763949de4f182019fdf2f21a101f60df339dd59,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,N,,supply-chain,goal-hijack,none,Security,,,,Attack-discovery/ecosystem-measurement study (Parasitic Toolchain Attacks/MCP-UPD); no defense baselines or proposal
240,20627abfd2d5c40b44943308416639776437422c,SMCP: Secure Model Context Protocol,Y,SMCP (Secure Model Context Protocol),tool-metadata,goal-hijack,ingestion,Security,adversarial,,low,"Protocol-level security extension to MCP (identity/trust, mutual auth, policy enforcement); design/proposal paper with no quantitative empirical evaluation reported (""no quantitative key result in the empirical sense"") -- validated_against reflects intended threat scope, not demonstrated evaluation"
241,f33145d5be89134729b8ef1a56f3b80142967b21,SoK: Trust-Authorization Mismatch in LLM Agent Interactions,N,,tool-metadata,goal-hijack,none,Security,,,,"SoK/survey paper (Trust-Authorization Mismatch); B-I-P framework is analytical/taxonomic, not a concrete evaluated defense technique"
242,3ae6d1c79e243917bbf3e922075fdfdfe7b41ea9,Are AI-assisted Development Tools Immune to Prompt Injection?,N,,tool-output,goal-hijack,none,Security,,,,Empirical measurement study across 7 MCP clients; no new defense method proposed
243,37c56b578604d3dea4d86ae9bf1a76cdbff5129e,ASTRIDE: A Security Threat Modeling Platform for Agentic-AI Applications,N,,tool-output,goal-hijack,none,Security,,,,"ASTRIDE is an automated threat-modeling platform (design-time diagram analysis tool), not a runtime defense/mitigation against context poisoning"
244,2807699637e2c8607140926412e00276415f21e9,Cisco Integrated AI Security and Safety Framework Report,N,,tool-output,goal-hijack,none,Security,,,,Cisco taxonomy/framework report cataloguing AI risks; not a specific defense technique
245,f5fa4852ded771092858856b14f0f59443479be5,MCP-Scanner: Detecting Security Risks in Model Context Protocol Systems,Y,MCP-Scanner,tool-metadata,goal-hijack,ingestion,Security,adversarial,,high,"Multi-layered (keyword+semantic+LLM) scanner detecting tool/variable poisoning, prompt injection, rug pull, server impersonation in MCP servers; evaluated on custom vulnerable servers and real online MCP servers"
246,da624c880489e9a95dd3a8fb0fa5f541780de209,"Governance Architecture for Autonomous Agent Systems: Threats, Framework, and Engineering Practice",Y,LGA (Layered Governance Architecture),tool-output,goal-hijack,execution,Security,adversarial,,high,"4-layer defense-in-depth (execution sandboxing, intent verification, zero-trust inter-agent authorization, audit logging); judges intercept malicious tool calls (TC1/TC2) and malicious skill plugins (TC3)"
247,cc8a1ebd5ce98084b9f1fa2768d3a6535caf6fae,ShieldNet: Network-Level Guardrails against Emerging Supply-Chain Injections in Agentic Systems,Y,ShieldNet,supply-chain,goal-hijack,ingestion,Security,adversarial,,high,"Network-level guardrail against MCP supply-chain injections; evaluated on SC-Inject-Bench (10,000+ malicious MCP tools) vs static scanners (Cisco AI, Ramparts, Invariant Labs) and semantic-trajectory baselines"
248,facc2733471db019519b9fb35eca7c4ef21f1f3d,"Isolation as a First-Class Principle for LLM-Agent System Safety: Concepts, Taxonomy, Challenges and Future Directions",N,,tool-output,goal-hijack,execution,Security,,,,"Survey/taxonomy paper proposing a boundary-centric organizing principle (isolation), not a specific defense technique with its own evaluation"
249,95aaa050dbe2b2006d1fca13a3191903acfa654d,ChannelGuard: Safe Models Do Not Compose into Safe Multi-Agent Systems,Y,ChannelGuard,multi-agent,goal-hijack,execution,Security,adversarial,IBProtector,high,"Guards inter-agent channels (planner-worker-verifier-synthesizer hops) beyond input boundary; IB-0 gate design based on IBProtector; evaluated across 8 attack families incl. prompt injection, tool/memory poisoning, slow-drift/role-confusion memory, consent-escalation"
250,5c204b2421d05b83d3c96a6c515cc03143073935,PoisonedRAG: Knowledge Poisoning Attacks to Retrieval-Augmented Generation of Large Language Models,N,,RAG,goal-hijack,none,Security,,,,PoisonedRAG is a well-known attack-only paper (knowledge poisoning attack against RAG); no defense proposed
251,32f24af87e890011ed3e11194ba53e8dd53afbe0,ControlNET: A Firewall for RAG-based LLM System,Y,ControlNet (ControlNET),RAG,goal-hijack,ingestion,Security,adversarial,,high,"AI firewall for RAG using LLM internal-activation-pattern detection across 5 risk categories (reconnaissance, exfiltration, unauthorized access, knowledge poisoning, conversation hijacking); compared vs Sandwich Prevention, Instructional Prevention, Known-answer Detection"
252,545f3e11c19b0abfe8352a783365e4822ca8a7ce,Defending Against Knowledge Poisoning Attacks During Retrieval-Augmented Generation,Y,FilterRAG / ML-FilterRAG,RAG,goal-hijack,ingestion,Security,adversarial,,high,Filtration-based defense against PoisonedRAG exploiting dense query/target-answer word overlap signature; evaluated black-box against PoisonedRAG on HotpotQA
253,bcc321fb567cfe7378d37a260be004f23617f080,"Vulnerabilities and Risk Analysis of Multi-Agentic AI-RAG in Autonomous Vehicle Reinforcement Learning Frameworks: Safety Mitigation in Training, Simulation, and Real-World Testing",N,,RAG,goal-hijack,none,Security,,,,Broad overview/guidance paper on AI-augmented AV/DevOps security risks; no specific proposed defense technique
254,9265b1252bde8bf36ecd4213e17646c04586963d,RAG-H: A RAG-Hardened SOC Framework for Trustworthy Threat Intelligence and AI Defence,Y,RAG-H,RAG,goal-hijack,ingestion,Security,adversarial,,high,"Multi-layer SOC-hardened RAG defense (provenance/source-reputation at ingestion, credibility+analyst-feedback filtering at retrieval, context sanitisation+self-verification at generation); evaluated on 300-doc CTI corpus with 90 poisoned docs, measures Poison Impact Rate"
255,ac4d3cc1cd6289702d7ab3cb54bda5e17506224d,Salience Induction against Multi-Hop RAG Agents: Threat and Defense,Y,Salience Normalization (SN-1),RAG,goal-hijack,none,Security,adversarial,,high,Lightweight input-side defense against the paper's own novel Salience Induction attack on multi-hop RAG; reduces ASR from 83.3% to 15.3% under standard attack and 23.6% under adaptive white-box attack
256,141d242563718b4677b350f6a89fd28172de1845,Enterprise Search Portals: Hybrid RAG at Scale for Compliance-Sensitive Knowledge Work,Y,UNNAMED: policy-first Hybrid RAG architecture (pre-reranking access control + BM25/dense fusion via RRF + evidence-pack citation-grounded generation),RAG,silent-corruption,none,Security,adversarial,,low,"System architecture paper for compliance-sensitive enterprise search; describes security controls for prompt injection and retriever poisoning in threat model, but reported evaluation focuses on Recall@K/hallucination/audit-coverage quality metrics rather than explicit attack-success-rate under crafted poisoning -- ambiguous whether truly validated against adversarial inputs"
257,63f6b63c1fa113768d60a6a383654dd109468187,PIDP-Attack: Combining Prompt Injection with Database Poisoning Attacks on Retrieval-Augmented Generation Systems,N,,RAG,goal-hijack,none,Security,,,,PIDP-Attack is an attack-only paper (compound prompt-injection + database poisoning); no defense proposed
258,dc05567166d3f4504978a6e1728bbd24a972805c,MedRAGShield: A Three-Tier Defense Framework Against Document Poisoning and Adversarial Attacks in Medical Retrieval-Augmented Generation Systems,Y,MedRAGShield,RAG,goal-hijack,ingestion,Security,adversarial,,high,"Three-tier middleware defense (confidence/hallucination gating + Domain-Aware Sanity Check ontological rules) for medical RAG; evaluated on 40-query adversarial dataset spanning document poisoning, hallucination exploitation, prompt injection, jailbreak; reduces ASR 13.2%->0.0%"
259,5dc3693b68a1d749d985b31bb6de7656a08caee6,RefineRAG: Word-Level Poisoning Attacks via Retriever-Guided Text Refinement,N,,RAG,goal-hijack,none,Security,,,,RefineRAG is an attack-only paper (stealthier word-level RAG poisoning attack vs PoisonedRAG); no defense proposed
260,43706cbea8b3d68e48173070a95b7bb5073ad225,RIPE-II: Retrieval In-Place Poisoning Evaluation with Indirect Injections,N,,RAG,goal-hijack,none,Security,,,,RIPE-II is a corpus-level benchmark/evaluation framework for indirect prompt injection in RAG; identifies weaknesses of existing defenses but proposes no new defense itself
261,31babc068383c3966d322579eaaf79edc6a6bef4,Generative AI in Cybersecurity: A Comprehensive Review of LLM Applications and Vulnerabilities,N,,tool-output,goal-hijack,none,Security,,,,Broad survey of GenAI/LLM applications in cybersecurity; no specific defense technique proposed
262,fc626e7c712bd21ca760e49c0a1e201077fe2124,Adversarial threat vectors and risk mitigation for retrieval-augmented generation systems,N,,RAG,goal-hijack,none,Security,,,,"Qualitative risk-management/threat-modeling paper (AI Security Pyramid of Pain, MITRE CWE mapping) applied to RAG; explicitly not proposing/evaluating a technical defense mechanism"
263,4eec7ad1aef177297d0c2019434a84e48fb1f4f7,Backdoored Retrievers for Prompt Injection Attacks on Retrieval Augmented Generation of Large Language Models,N,,RAG,persistence-backdoor,none,Security,,,,Attack study (corpus poisoning + novel retriever backdoor attack) isolating LLM generator susceptibility to injected instructions; no defense proposed
264,a776dcb6b3c4d50cd149ff39c9ac18de31572b95,NeuroGenPoisoning: Neuron-Guided Attacks on Retrieval-Augmented Generation of LLM via Genetic Optimization of External Knowledge,N,,RAG,goal-hijack,none,ML/AI,,,,NeuroGenPoisoning is an attack-only paper (neuron-guided genetic-optimization RAG poisoning); no defense proposed
265,061697ba029e8133a2e9edee03473b075a0e3e0e,Fairness Testing in Retrieval-Augmented Generation: How Small Perturbations Reveal Bias in Small Language Models,N,,RAG,silent-corruption,none,Security,,,,"Metamorphic fairness-testing framework for RAG retrieval bias; measures the problem, proposes no mitigation"
266,ad8a3f00e1b77aa19a71a7a166ee6ae533e7e3bc,Multi-Agent Framework for Threat Mitigation and Resilience in AI-Based Systems,N,,multi-agent,goal-hijack,execution,Security,,,,"Empirical threat characterization/taxonomy study (ontology-driven threat graph from MITRE ATLAS/AIID/literature); despite title, no specific runtime defense technique is proposed, only calls for future frameworks"
267,42f560c26f22484fc7859a295527fd786f598f96,When Compression Becomes an Attack Surface: Black-Box Attacks on Prompt-Compressed LLM Agents,N,,tool-output,goal-hijack,ingestion,Security,,,,COMA is an attack-only paper identifying prompt-compression as an attack surface for LLM agents; no defense proposed
268,ded623e9150e26bd567f5400ca581f070fcd5658,Interaction-Centric Cybersecurity Risks in LLM-Powered Dialogue Systems,N,,direct-input,goal-hijack,none,Security,,,,Conceptual framework/literature synthesis on interaction-centric dialogue-system security risks; no specific defense technique
269,c53491dbf5608c75dbb0f59e2c94d0d777ef7bf9,BiRD: A Bidirectional Ranking Defense Mechanism for Retrieval Augmented Generation,Y,BiRD (Bidirectional Ranking Defense),RAG,goal-hijack,ingestion,Security,adversarial,,high,"Detects corpus-poisoning via bidirectional ranking signature (poisoned doc re-queried retrieves back to original); evaluated vs Vanilla RAG, RobustRAG, InstructRAG, ReliabilityRAG against PoisonedRAG across 3 datasets/retrievers/LLMs"
270,e46294bf8ab1771768f957d5de69f7c4f7faffca,TriShieldRAG: A Three-Ring Defense-in-Depth Framework Against Knowledge Corruption in Retrieval-Augmented Generation,Y,TriShieldRAG,RAG,goal-hijack,ingestion,Security,adversarial,,high,"Three-ring defense-in-depth (independent checks at 3 pipeline stages) against corpus poisoning; evaluated against non-adaptive black-box PoisonedRAG attacker, reduces ASR from ~91% baseline"
271,b69be7f40b334e01df7527b41acc22b75b8bd727,Secure Retrieval-Augmented Generation: Preventing Data Leakage with Provenance and Policy Enforcement,Y,UNNAMED: two-plane OPA-based governance architecture for secure RAG (provenance + ABAC + policy-as-code across ingestion/indexing/retrieval/generation),RAG,data-exfiltration,ingestion,Security,adversarial,,low,"Architecture/position paper combining Open Policy Agent decisioning, provenance evidence bundles, IEEE P7001/NIST AI RMF alignment against prompt injection, entitlement bypass, index poisoning, inferential disclosure; abstract describes prescriptive deployment model without reporting concrete empirical evaluation results"
272,4a819b15892239460952bfa5089eb4f54da63aa6,LLM integration and the zero trust perimeter: A systematic review of trust enforcement failures and defensive architectures,N,,tool-output,goal-hijack,execution,Security,,,,PRISMA systematic review cataloging existing defensive architectures for LLM-ZTA gaps; not itself a proposed defense technique
273,d29b631cd6072f3854cf100c3e6ca688233a23be,LogicPoison: Logical Attacks on Graph Retrieval-Augmented Generation,N,,RAG,goal-hijack,none,Security,,,,"LogicPoison is an attack-only paper (topological GraphRAG poisoning); evaluates PPL detection and query-rewriting as baseline defenses it evades, proposes no new defense"
274,a21d27b81956d99d76043490f16b0db09df5a245,"AdversLLM: A Practical Guide To Governance, Maturity and Risk Assessment For LLM-Based Applications",N,,tool-output,goal-hijack,none,Security,,,,"AdversLLM is a governance/maturity assessment checklist framework (audit form, maturity levels), not a specific technical defense mechanism"
275,3a7e5dd0b6cf4934876e60531fff22716421104e,Silent Leaks: Implicit Knowledge Extraction Attack on RAG Systems through Benign Queries,N,,RAG,data-exfiltration,none,Security,,,,"IKEA is an attack-only paper (stealthy benign-query knowledge extraction from RAG); tests against existing defenses, proposes none new"
276,80c7921964f622abe6c023a2df5d5a824f9c66d9,ReliabilityRAG: Effective and Provably Robust Defense for RAG-based Web-Search,Y,ReliabilityRAG,RAG,goal-hijack,ingestion,Security,adversarial,RobustRAG,high,"Provably robust RAG defense using document reliability/rank signals (search ranking, PageRank, citation count) instead of RobustRAG's lossy majority-voting over free-form text; evaluated on RAG-based web-search threat model vs RobustRAG, AstuteRAG, InstructRAG"
277,f583a040e8324257a993935122c7f1e274bdb20a,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,Y,BlindGuard,multi-agent,goal-hijack,execution,Security,adversarial,G-Safeguard,high,"Unsupervised graph-anomaly-detection defense for MAS against unknown attacks (hierarchical agent encoder + corruption-guided detector), addressing G-Safeguard's reliance on labeled malicious agents; evaluated vs prompt injection/memory poisoning attack modalities in MAS"
278,e8f42c742f2e6d3f570ec4ae4089309c64a61b24,TracLLM: A Generic Framework for Attributing Long Context LLMs,Y,TracLLM,tool-output,goal-hijack,reasoning,Security,adversarial,,high,"Generic context-traceback/attribution framework identifying which passages in a long context caused a given output, usable for post-attack forensics; evaluated against prompt injection and knowledge corruption attacks vs STC/LOO/Shapley/LIME/ContextCite baselines"
279,f3387da9a5116a4c0845618b1cd367cddf23e1e4,FlashRT: Towards Computationally and Memory Efficient Red-Teaming for Prompt Injection and Knowledge Corruption,N,,tool-output,goal-hijack,none,Security,,,,"FlashRT is an efficient red-teaming/attack-acceleration method (faster GCG-style optimization), not a defense; explicitly an attack-tooling contribution meant to help others benchmark defenses"
280,469d4b8f7660de4bf1651a92bbc1ced997e631ec,From Untrusted Input to Trusted Memory: A Systematic Study of Memory Poisoning Attacks in LLM Agents,N,,memory,persistence-backdoor,none,Security,,,,"Systematic study identifying memory-poisoning write channels/vulnerabilities across two agents (HERMES, OpenClaw); establishes new attack taxonomy, proposes no defense"
281,cf4df6c19699a57b0bee87a490146ffc99c7c950,MemVenom: Triggered Poisoning of Multimodal Memories in Web Agents,N,,memory,persistence-backdoor,none,Both,,,,MemVenom is an attack-only paper (multimodal memory poisoning for web agents); evaluates two existing defenses as baselines but proposes no new one
282,70c860c7a318c6b01fa84356c1afb3ff1de2e37b,"Remembering More, Risking More: Longitudinal Safety Risks in Memory-Equipped LLM Agents",N,,memory,persistence-backdoor,none,Security,,,low,"Characterizes incidental ""temporal memory contamination"" via NullMemory-baseline comparison and compares six existing/adapted monitor designs as violation predictors; does not present its own named defense as the central contribution"
283,bcef80a2daaa7d61462f6873fcd3b1dd3e0ddd65,Understanding Memory-related Threats and Vulnerabilities in Large Language Models,N,,memory,persistence-backdoor,none,Security,,,low,"Article proposing a generic list of security principles (memory segregation, temporal constraints, bidirectional filtering, differential privacy, auditing) rather than one specific coined/evaluated defense technique; reads as conceptual/perspective piece"
284,88b9628dee420a94c63fe3f0ec6b01fdc930e8d8,Self-Healing Memory Architectures for Large Language Model-Based Multi-Agent Collaboration,Y,UNNAMED: self-healing memory architecture (cosine-similarity drift detection + cross-agent consensus repair),memory,persistence-backdoor,ingestion,Security,adversarial,,high,Evaluated on 18 collaborative reasoning tasks (10-20 agents) under simulated adversarial prompt injection; reduces task-accuracy decline from 29.5% to 8.3% and corruption persistence from 14.2 to 4.7 rounds
285,a96ec007ce6b034623afb6778eb67f99350b0c8d,"Controlled Benchmarking of Memory Topologies in LLM-Based Multi-Agent Systems: Quality, Efficiency, and Privacy Trade-Offs",N,,memory,silent-corruption,none,Both,,,low,"Primarily a controlled benchmarking methodology/engineering tool comparing memory topologies (no/local/shared/hybrid); the hybrid ""crystallization policy"" (promoting only validated, depersonalized facts to shared memory) is a defense-adjacent design choice but the paper's framing and evaluation center on quality/efficiency/privacy trade-off benchmarking rather than a named, attack-evaluated defense"
286,88ee88a0da1d1a8bacf04bf4dc85be0ed7f7995a,The Promptware Kill Chain: How Prompt Injections Gradually Evolved Into a Multistep Malware Delivery Mechanism,N,,tool-output,persistence-backdoor,none,Security,,,,"Conceptual/taxonomic ""promptware kill chain"" framework analogized to the Cyber Kill Chain; not an evaluated defense technique"
287,d63a875959497e91b854bf0b0f2424be2c89b44a,When Agents Overtrust Environmental Evidence: An Extensible Agentic Framework for Benchmarking Evidence-Grounding Defects in LLM Agents,N,,tool-output,goal-hijack,none,Security,,,,"Benchmark/measurement paper defining ""evidence-grounding defect"" (EGD) failure mode across 14 model-scaffold stacks; no defense proposed"
288,b7f22c242732ccba8be3c1f5484af4f5032a0d83,TraceCaps: Inline Provenance and Risk Enforcement for Agentic Software Engineering,Y,TraceCaps,tool-output,goal-hijack,execution,Security,adversarial,,low,"Runtime cryptographic provenance-capsule + monotone risk-score gating for agentic SE workflows against prompt injection/supply-chain/memory poisoning; only ""early demonstrations on SWE-bench"" reported, evaluation appears preliminary/proof-of-concept"
289,arxiv:2606.15899,SkillVetBench: LLM-as-Judge for Multi-Dimensional Security Risk Evaluation in Open-Source LLM Agent Skills,Y,SkillVetBench (LLM-as-Judge),skill,goal-hijack,none,Security,adversarial,,high,"Semantic, multi-dimensional LLM-as-Judge vetting system/leaderboard for community-contributed agent skills; on labeled 100-skill set achieves 0% miss rate vs static scanners (VirusTotal, ClawScan, SkillSieve, CodeBERT) at 15-30% miss rate"
290,arxiv:2605.14421,MemLineage: Lineage-Guided Enforcement for LLM Agent Memory,Y,MemLineage,memory,persistence-backdoor,ingestion,Security,adversarial,,high,"Chain-of-custody defense attaching cryptographic provenance + LLM-mediated derivation lineage to memory entries, preventing ""laundering"" of untrusted content into legitimate-looking memory; drives ASR to zero across AgentPoison-style, MemoryGraft-style, sleeper-via-derivation attack families vs no-defense and signature-only baselines"
291,6f5fd2414c8e906ef6e89f313989dfc39f475987,Safety at Scale: A Comprehensive Survey of Large Model and Agent Safety,N,,tool-output,goal-hijack,none,Security,,,,Large-scale survey (574 papers) cataloging attack/defense taxonomy across model types; not itself a proposed defense technique
292,2e6274d1f91b2e2290cda4c747abdcdf59ada46c,Chain-of-Trigger: An Agentic Backdoor that Paradoxically Enhances Agentic Robustness,N,,memory,persistence-backdoor,none,Both,,,,"CoTri is an attack-only paper (multi-step agentic backdoor); the ""paradoxically enhances robustness"" finding is a side-effect observation, not a proposed mitigation technique"
293,e2e5529df48fe6cf893da483360958b32d829724,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,Y,SecureGov-Agent,multi-agent,goal-hijack,execution,Security,adversarial,,high,Governance-centric MAS framework with dedicated Governance Agent (risk scoring + adversarial training on synthesized attacks) monitoring inter-agent communication/tool invocation; reduces ASR 73.2% and privacy leakage 81.4% vs unprotected systems across medical/financial/document scenarios
294,c4ecc7fc2e1342dabec05c750735d70f2a61b30f,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,N,,tool-output,goal-hijack,none,Security,,,,"Comprehensive security evaluation of 18 LLMs as agent reasoning engines under Direct Prompt Injection, RAG Backdoor, Inter-Agent Trust Exploitation; no defense baselines compared, attack/measurement paper"
295,1c9cfc4c659b5daae67d60a55030cf48cd572ce0,Jailbreaking and Mitigation of Vulnerabilities in Large Language Models,N,,direct-input,goal-hijack,reasoning,Security,,,,Literature review of jailbreaking/prompt-injection with an attack and defense taxonomy synthesized from prior work; not a novel defense technique itself
296,6698e93bd70e3167295a01e76a0972030dd50f10,Security Risk Evaluation of ZombAI Claude: Prompt Injection as a Backdoor for Command and Control Exploits,N,,tool-output,persistence-backdoor,none,Security,,,,ZombAI is an attack-only paper (prompt injection as C2 backdoor against Claude Computer Use); no defense proposed
297,4f44017ed6ef809cb60654bd5eff64acff54b17e,When Bots Take the Bait: Exposing and Mitigating the Emerging Social Engineering Attack in Web Automation Agent,Y,SUPERVISOR,tool-output,goal-hijack,none,Security,adversarial,,high,"Defense against AGENTBAIT social-engineering attacks on web automation agents; compared vs no-defense, Task-Specific instruction, Safety-Prompt, AGrail, ATHENA baselines"
298,8951ab8938bcc4f92e29a6a9f20ae16878090367,MCP-Guard: A Multi-Stage Defense-in-Depth Framework for Securing Model Context Protocol in Agentic AI,Y,MCP-Guard,tool-metadata,goal-hijack,ingestion,Security,adversarial,,high,"Three-stage cascaded proxy defense-in-depth (regex Gatekeeper -> fine-tuned E5 classifier -> escalating scrutiny) for MCP; evaluated on MCP-ATTACK-BENCH vs MCP-Scan, SafeMCP, MCP-Shield"
299,3037549015be6f15d4f1ec59b34554b9238ac0c3,Bridging AI and Software Security: A Comparative Vulnerability Assessment of LLM Agent Deployment Paradigms,N,,tool-output,goal-hijack,none,Security,,,,"Comparative vulnerability assessment of Function Calling vs MCP deployment paradigms; purely measurement, no defense system proposed"
300,a4acc9e39473f642ab9cf1f05201effe95600fba,Breaking the Protocol: Security Analysis of the Model Context Protocol Specification and Prompt Injection Vulnerabilities in Tool-Integrated LLM Agents,N,,tool-metadata,goal-hijack,none,Security,,,,"Formal security analysis of MCP protocol specification identifying protocol-level vulnerabilities; measurement/analysis paper, no defense proposed"
301,1bf55c3454a2f6e0ed2f7f60f5e1076075bd1348,From Prompt Injections to Protocol Exploits: Threats in LLM-Powered AI Agents Workflows,N,,tool-metadata,goal-hijack,none,Security,,,,Taxonomy-driven survey building a unified threat model for LLM-agent ecosystems; not a proposed defense technique
302,341cb79546b7b795e23f0f9b990cbae7b046d36b,ANX: Protocol-First Design for AI Agent Interaction with a Supporting 3EX Decoupled Architecture,N,,tool-metadata,goal-hijack,none,Both,,,low,ANX is primarily a protocol-first efficiency/architecture paper (reduces token consumption vs GUI automation/MCP); security is a design-level side-benefit (avoids sensitive data traversing LLM context) but the paper explicitly has no adversarial threat model or attack evaluation of this security property -- evaluation is entirely capability/efficiency-focused
303,03ebfea35124ed27f7f954332794209a96fff7c5,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,Y,GT-MCP (Game-Theoretic Multi-Agent Control),multi-agent,reasoning-corruption,reasoning,ML/AI,adversarial,,high,"Treats prompt injection/context poisoning as trajectory-steering problem with closed-loop rollback-based recovery under adaptive adversarial minimax threat model; evaluated across 500 interaction turns with adaptive adversary (retrieval-poisoning-chain, semantic-paraphrase-drift, consensus mimicry, delayed trigger, persistent memory corruption)"
304,6935b713ca7e42dfa2ec93b0adacc16b291edc1d,MCP-Universe: Benchmarking Large Language Models with Real-World Model Context Protocol Servers,N,,tool-metadata,goal-hijack,none,ML/AI,,,,MCP-Universe is a non-adversarial capability benchmark for LLM agents on real MCP servers; no defense proposed
305,f50ceb29f76b62dc70909327d8a5f84ed4584b2e,"The Tool Decathlon: Benchmarking Language Agents for Diverse, Realistic, and Long-Horizon Task Execution",N,,tool-output,reasoning-corruption,none,ML/AI,,,,Tool Decathlon (ToolAthlon) is a non-adversarial capability benchmark for long-horizon tool use; no defense proposed
306,d4625126aeb5ed92f1fb802a8b6e9224ec70b72b,AgentOrchestra: Orchestrating Multi-Agent Intelligence with the Tool-Environment-Agent(TEA) Protocol,N,,multi-agent,reasoning-corruption,none,Both,,,,"AgentOrchestra is a capability-focused multi-agent orchestration protocol (TEA) paper; non-adversarial, no defense proposed"
307,2992b912c6ffe57c442a37e3baa9f802b7577179,MCP-Cosmos: World Model-Augmented Agents for Complex Task Execution in MCP Environments,N,,tool-metadata,reasoning-corruption,none,Both,,,,"MCP-Cosmos is a capability/planning paper (world-model-augmented agents); non-adversarial, no defense proposed"
308,08511b5e1be93152829e91f34907e586b787a129,Context Rot: Why MCP is Breaking in Production and How the Skills Architecture Fixes It,Y,Skills Architecture (vs. MCP),tool-metadata,reasoning-corruption,ingestion,ML/AI,incidental,,medium,"Proposes Skills Architecture as an alternative to MCP to combat ""context rot"" (entropic context decay across long agentic sessions); evaluated on Agentic Context Benchmark (ACB-2026) via controlled simulation, non-adversarial degradation framing, reduces error recurrence 0.34->0.09"
309,71a8c71c735207d71c7042a6aa021c48272c826d,SkillJect: Effectively Automating Skill-Based Prompt Injection for Skill-Enabled Agents,N,,skill,goal-hijack,none,Security,,,,"SkillJect is an attack-only paper (automated skill-based prompt injection generation); compared vs Naive injection and Skill-Inject prior attacks, no defense proposed"
